sFH11-1	7660
sFH11-2	24221
sFH11-3	29569
sFH11-4	13359
sFH11-5	2401
sFH11-6	2016
sFH11-7	2990
sFH11-8	20619
sFH11-9	17361
sFH11-10	6303
sFH11-11	10490
sFH11-12	1016
sFH11-13	1075
sFH11-14	3008
sFH11-15	5215
sFH11-16	4576
sFH11-17	6601
sFH11-18	9673
sFH11-19	5343
sFH11-20	1035
sFH11-21	1075
sFH12-9	166
sFH12-10	11
sFH12-11	8
sFH12-12	120
sFH12-13	29
sFH12-14	9
