"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"HECW1_ENSG00000002746",12.925951121296,-0.0918384268760653,1.95477459847043,-0.0469815941684156,0.962527897053918,1
"MAD1L1_ENSG00000002822",68.8241841575304,0.660128303057317,0.905828085467392,0.728756718463528,0.466150491211072,1
"LASP1_ENSG00000002834",1270.05229045616,0.100790468403101,0.280426881987105,0.359417997621698,0.719282412861098,1
"SNX11_ENSG00000002919",819.340654314138,-0.0459694973950044,0.311819599925143,-0.147423373662336,0.882797857569928,1
"TMEM176A_ENSG00000002933",0.10521854398158,-2.17163566741046,6.91816694320699,-0.313903333822091,0.75359445825305,1
"M6PR_ENSG00000003056",1194.93121302158,-0.000245818856558568,0.275099016894936,-0.000893565012820272,0.999287038367075,1
"KLHL13_ENSG00000003096",465.973792654089,0.170551535891554,0.391624774195008,0.435497310511384,0.663201490756533,1
"CYP26B1_ENSG00000003137",272.324674792626,-0.0078196117585116,0.504370237151983,-0.0155037137057619,0.987630321740955,1
"ICA1_ENSG00000003147",386.461191733901,-0.108957269461087,0.416074111995531,-0.261869860007673,0.793421777173012,1
"DBNDD1_ENSG00000003249",926.276471115601,0.276927325557861,0.31686292826497,0.873965683124301,0.382136942499931,1
"ALS2_ENSG00000003393",1201.96616987351,0.0428827829444442,0.276470055743064,0.155108237053698,0.876735988548935,1
"CASP10_ENSG00000003400",155.123698185774,-0.124824660968609,0.622011409690117,-0.200679053509317,0.840949539396724,1
"CFLAR_ENSG00000003402",928.74444902463,0.250697603197704,0.298755849986396,0.839138725514895,0.401391467130083,1
"TFPI_ENSG00000003436",182.089470937674,-0.451096684762127,0.611309301282156,-0.737918896074377,0.460563735518192,1
"NDUFAF7_ENSG00000003509",520.028883062692,0.0468360058592438,0.369528660188949,0.126745259313027,0.899142022922681,1
"RBM5_ENSG00000003756",4493.23851760481,-0.065399353232505,0.208713259790866,-0.313345464001838,0.754018212695371,1
"MTMR7_ENSG00000003987",128.402409039413,-0.0295886021656306,0.676531321587964,-0.043735746182719,0.965115045133688,1
"SLC7A2_ENSG00000003989",651.687696397296,-0.109556389510606,0.346550965286284,-0.31613355749883,0.751901136669525,1
"ARF5_ENSG00000004059",3965.2938212555,-0.126634903469521,0.215325977327055,-0.588107877375043,0.556459886033444,1
"SARM1_ENSG00000004139",908.269365138314,0.10185724176487,0.312687896407009,0.325747312049098,0.744615545025355,1
"POLDIP2_ENSG00000004142",4613.10320122012,0.153836393847967,0.226535030828221,0.679084348612816,0.497084418830966,1
"PLXND1_ENSG00000004399",539.619830795464,-0.0976227134303456,0.425726119013243,-0.229308724718647,0.818628972792178,1
"AK2_ENSG00000004455",10531.2911283198,-0.0512127451097792,0.186381288019567,-0.274774070154525,0.783489820589625,1
