"FSC-A","FSC-H","FSC-Width","SSC-A","SSC-H","mCherry-A"
308490,282166,1119.55,251728,179164,3369.91
277712,238788,1190.93,230254,151956,7577.18
341253,251712,1388.31,431732,259739,10992.3
332092,206605,1645.99,235881,153572,6081.49
223359,174190,1313.09,189702,114068,1934.92
210588,211912,1017.64,184231,133862,1550.52
319545,252174,1297.6,421841,271392,8658.21
267375,232180,1179.24,344909,215779,2644.18
350457,240671,1491.15,444146,253970,9282.15
293984,222946,1350.29,286726,197306,6311.64
309180,230963,1370.8,244097,176564,3736.77
257712,253007,1043.07,296678,202178,9687.28
229611,226715,1037.09,245952,172902,3188.68
424332,288338,1506.98,313894,203817,13232.6
217402,234170,950.681,253636,175483,4078.37
292581,233163,1284.96,288635,198292,7391.21
387362,294148,1348.52,370636,240929,7432.1
346591,241094,1472.11,409593,252519,6277.37
183318,187563,1000.84,229396,160864,14632.8
292659,213446,1404.06,502709,321616,1225.92
249811,167882,1523.74,407617,335402,1355.33
184569,212105,891.066,195412,151352,2667.51
243708,220071,1134.02,401884,285587,1588.6
341386,274182,1275.01,259552,187606,4079.07
288279,221852,1330.63,486749,280730,14117.7
344903,258732,1365.06,257611,178193,3337
234391,191878,1250.91,297864,246215,1669.21
391397,257120,1558.76,362161,234843,13591.6
230807,224820,1051.29,408499,267338,1807.68
449931,303748,1516.83,483815,306769,20826.4
297745,243669,1251.27,251003,179597,2360.22
351848,235275,1531.38,236785,152208,5128.86
405861,245240,1694.67,333136,216819,4015.92
341978,233012,1502.89,303982,203658,3584.73
292333,226759,1320.16,346736,248103,14093.3
394271,243256,1659.76,370460,228198,7693.48
388979,245174,1624.66,288547,202290,10050.7
194009,210906,941.967,284858,197410,986.37
164243,225554,745.659,250145,166793,12689
269107,226378,1217.29,326418,210571,12224.2
218764,230980,969.858,384029,239345,11412.5
302033,280918,1100.99,383515,233143,8318.33
299388,251314,1219.89,429674,246520,4347.98
175143,225188,796.439,299154,223874,3209.63
328694,231271,1455.4,467058,291443,9898.05
262983,228126,1180.49,248221,169626,23621.3
292808,237564,1262.14,290308,202649,5271.46
274962,293258,960.12,374967,247704,4539.5
221516,258774,876.584,430794,292264,2580.21
430427,281892,1563.59,373708,263566,6169.79
238024,258926,941.355,310749,202079,5053.8
302605,262440,1180.71,468474,290205,12665.7
244357,204132,1225.8,193116,135950,8465.05
365545,276274,1354.89,260020,176210,3704.82
194038,197541,1005.87,280773,190274,5949.68
211387,177517,1219.41,278462,186519,3529.42
281134,255999,1124.57,210674,139767,6316.11
200177,187647,1092.41,190077,138659,1563.11
235914,215630,1120.35,439189,263506,3932.53
235548,190890,1263.57,377607,237155,15808.1
327973,203307,1651.93,339116,211436,5103.6
256918,204124,1288.87,183398,131001,690.259
385230,257787,1530.26,434171,293672,5158.82
278073,234572,1213.92,326022,279690,-34.311
232827,184938,1289.17,353704,224386,10625.9
239999,194845,1261.34,296796,188994,5169.02
242605,186530,1331.85,184534,135765,11830.4
530542,327817,1657.26,375827,248028,7226.7
378906,248610,1560.68,546571,349946,19891.5
217181,149148,1491.13,193630,129955,3454.46
167813,183327,937.374,228971,159929,1584.16
299152,297123,1031,250896,161036,2235.9
318259,264188,1233.6,258766,182362,4678.78
418574,303362,1412.91,424559,273041,6504.43
234811,193898,1240.08,273242,191400,10724.6
260948,218128,1225.02,201933,146512,4317.63
311206,231842,1374.54,322271,216569,7143.88
209927,205962,1043.72,367272,251792,2810.13
285215,236015,1237.5,348158,246219,8448.54
408750,289994,1443.35,307620,194233,14982.1
286902,257814,1139.56,421642,272727,11158.1
320679,224088,1465.38,268173,186621,1522.71
184513,196411,961.981,239805,173008,4497.42
228007,197759,1180.66,226521,172477,1355.54
236478,200174,1209.75,245974,172152,2656.45
238184,245658,992.851,378678,205914,2906.38
282703,235786,1227.77,258012,173061,3357.83
439998,255007,1766.9,277650,178935,3912.01
230262,201221,1171.82,331338,227331,1797.71
358052,255089,1437.33,347017,233124,5797.8
378568,234492,1653.19,279372,200443,8927.4
227098,193153,1203.97,224974,155426,10659.1
173316,180842,981.396,169102,129817,3845.97
338594,279823,1239.1,494768,312339,16568.5
191933,200938,978.117,221551,166497,4066.44
327498,254138,1319.6,260113,174251,12023.6
347938,247347,1440.45,495541,305084,27491.7
253799,169300,1535.12,166899,121921,2905.6
245164,202389,1240.45,288314,198677,2780.17
386595,277494,1426.63,380353,250599,8125.22
196002,176616,1136.39,321820,206147,3509.99
233207,202120,1181.49,225278,165469,2976.26
320913,253595,1295.84,290958,193088,5062.84
217679,224620,992.37,358538,255382,5436.97
186892,199602,958.799,320848,208786,3554.59
289793,207890,1427.44,524469,323997,16812
290500,237807,1250.94,329080,214351,6167.49
302127,257932,1199.47,522695,347397,7795.84
245973,249888,1007.99,216015,162302,3237.1
384768,293577,1342.08,479950,314474,7824.71
214276,163612,1341.12,273937,172538,5928.82
274437,245613,1144.19,256701,186765,3198.64
175391,197644,908.72,218179,157626,2596.18
204634,200515,1045.05,305508,227620,569.843
283642,255284,1137.76,273760,173889,17243.3
159996,167712,976.885,215381,150617,1141.92
297342,254354,1197.07,381222,233072,4812.43
253165,195848,1323.68,180341,127931,14702.4
244389,213048,1174.63,366922,252277,1617.62
379083,245574,1580.75,352133,238416,26152.3
292175,236396,1265.64,273105,195013,3463.36
263671,216492,1247.18,370006,236507,5467.79
232829,234505,1016.68,365005,236362,9535.58
379975,240706,1616.48,464930,325891,11015.4
312195,265024,1206.26,542584,321865,15982.8
232930,193944,1229.84,308188,231715,7359.89
382916,275548,1423.02,303156,200306,9720.59
280849,180950,1589.38,458003,303880,596.652
421953,261015,1655.43,362308,217423,13611.7
277363,221780,1280.66,283690,212797,3177.94
340032,250082,1392.33,361231,236113,20374.9
292526,189706,1579.02,203182,144472,4006.92
390412,260696,1533.52,340949,240467,9307.03
304345,237244,1313.64,235430,174434,9707.57
242342,232442,1067.62,241914,175073,4986.03
292918,216438,1385.87,350672,233154,12168.9
435773,296171,1506.68,308038,200156,37713.3
253559,249124,1042.24,340302,261481,4453.56
278378,229435,1242.46,437763,294040,3801.98
460916,267466,1764.64,413474,251416,33057.9
312952,225388,1421.85,303576,200642,4115.16
301385,243848,1265.61,316572,211253,13434.2
176618,207270,872.592,284606,199576,2447.6
238200,229748,1061.69,405337,275006,1886.02
254496,189838,1372.81,178882,121576,4108.4
232364,241218,986.418,285851,178442,3136.22
251723,229773,1121.84,277448,179938,4461.05
343627,214373,1641.45,323189,220583,8689.83
258413,212541,1245.04,181305,134707,4505.19
190986,232161,842.392,204134,148572,2375.32
278762,224257,1272.88,241275,170594,2010.21
438130,272234,1648.02,410688,258513,12600
231895,178732,1328.61,168951,129562,2613.21
204153,177816,1175.66,288266,198357,2694.22
258688,186979,1416.74,200607,134872,5371.95
188977,177895,1087.83,183412,143421,3390.4
333764,261973,1304.64,286648,172223,3327.5
301018,275426,1119.16,375719,248517,5760.81
282927,199521,1452.07,206137,143148,3195.82
352179,224641,1605.37,198278,137842,3452.52
303014,241073,1287.11,453868,273746,7078.12
213571,165942,1317.96,241266,168274,10921.3
174417,212628,839.99,244343,172018,2876.59
284150,245463,1185.42,230656,154667,4215.03
290109,264860,1121.63,392723,243353,8181.4
200154,216944,944.747,259568,180121,6443.8
206961,226798,934.458,242340,182991,5055.45
373152,238634,1601.24,418427,265152,21657.3
234050,244346,980.856,322493,229161,7957.91
194567,191946,1037.99,208793,153593,2732.31
236771,220298,1100.58,210722,155615,7938.47
337599,240075,1439.99,222188,162864,2164.53
283623,239924,1210.52,268247,181242,5303.9
207956,194459,1095.09,192119,139948,2319.81
195945,233242,860.261,323884,236959,4879.49
348980,274490,1301.9,262806,179092,6301.99
395698,290860,1393.11,286627,192630,22892.2
349984,267648,1339.01,241450,168289,1655.01
324994,256181,1299.08,338794,211086,19605.3
346979,200561,1771.57,218810,154229,8338.66
311311,251824,1265.93,280790,183728,10232.8
201657,186904,1104.82,241759,164086,8730.04
315726,234079,1381.21,242622,175956,14546
318164,217483,1498.07,399087,260824,6088.35
288605,165682,1783.75,280416,171672,9442.11
251896,231134,1116.01,306636,204712,2846.59
202805,183063,1134.47,299610,197887,6179.38
208820,180174,1186.84,236130,149430,4168.79
181223,189798,977.764,182014,143404,1660.43
173111,176016,1007.14,245899,181592,1470.93
545030,309860,1801.19,314006,171690,5743.41
299098,223348,1371.32,175562,122089,2044.19
425119,313834,1387.11,295610,218855,838.472
515724,344180,1534.39,288045,197638,9348.7
374788,244094,1572.31,194789,134285,9341.18
500582,333018,1539.25,327838,240919,27624.4
390964,266172,1504.11,257772,170482,2610.59
359585,242953,1515.59,239381,164605,7997.05
323779,225939,1467.45,215959,155473,21923.6
317668,244411,1330.94,332468,238043,16995.7
498777,303374,1683.59,349576,212630,11918.1
252646,216132,1197.02,194709,160732,3727.37
269978,212738,1299.53,297427,213981,3317.39
264891,198422,1367.07,177358,122206,3821.73
358107,244783,1498.11,241515,163319,4437.91
208477,167630,1273.56,377194,232428,3630.46
238702,177718,1375.43,269112,164663,3895.95
276590,199334,1420.92,177209,131273,5142.43
212370,189360,1148.48,355900,248019,3024.72
341735,257943,1356.68,209403,148927,13752.5
386389,251569,1572.78,273792,191324,4071.91
216247,193999,1141.47,191342,129101,6215.17
466032,306508,1556.97,564413,367858,11896
353086,284404,1271.31,505551,290329,17224.1
304090,219890,1416.12,211816,147168,3850.07
404577,281388,1472.32,274077,191207,6499.06
377400,247711,1560.16,377077,227183,5959.24
297745,236408,1289.68,292211,199414,8100.22
168772,185831,930.028,241894,175668,2174.77
313962,217898,1475.46,249484,166156,7198.38
260359,200620,1328.94,208287,150922,9620.23
335101,282706,1213.79,247179,165612,5306.37
198245,192032,1057.17,256754,161961,1840.26
445318,346813,1314.86,548186,338641,6998.23
218138,148217,1507.08,270921,174917,3904.47
356128,220287,1655.51,505227,260249,18089.7
335632,275038,1249.63,304894,203482,10266.3
513610,316691,1660.74,534576,318144,11901
269118,234185,1176.75,169997,128412,8331.8
262724,205370,1309.99,234295,172801,7805.03
299817,226891,1353.15,383567,265685,6009.13
215864,207184,1066.94,260341,177309,2880.94
206699,188162,1124.89,232670,174905,1761.51
378808,243492,1593.09,238057,155434,2580.02
261785,264747,1012.55,303429,183859,6762.92
311156,237426,1342,208016,146415,3648.42
336493,228192,1510,252941,154337,4864.48
320674,202804,1619.18,214681,145842,3180.75
228294,214363,1090.56,235703,174137,2902.44
327967,209272,1604.85,432779,229984,7907.2
195515,151459,1321.88,213507,149643,1719.93
263495,231427,1165.9,243814,167147,7390.56
319239,239464,1365.13,371981,213558,3094.97
449914,294766,1563,314279,200886,7436.2
292596,241470,1240.84,344228,226533,8657.55
263732,191891,1407.39,441445,256107,4194.89
223696,198956,1151.35,389532,258169,1578.46
485100,298074,1666.51,527176,298028,17067.8
252739,186569,1387.18,299945,200338,7476.73
360165,327693,1125.49,554549,353726,10848.5
213100,196259,1111.88,219633,157313,1349.43
326876,226371,1478.65,480902,211651,13168.2
338665,220160,1575.18,329378,210214,11786.5
355870,210454,1731.59,397116,253518,20987
177170,193716,936.558,188059,132020,2971.83
233950,244560,979.571,413360,192505,16059.7
198486,261575,777.041,359211,223847,26696
180178,228214,808.481,211056,149369,10370
252642,192685,1342.67,284911,243396,1137.6
277270,251384,1129.48,238348,172523,8490.62
420474,264977,1624.92,426372,277018,7171.12
246418,225471,1119.17,177174,119359,1769.93
206261,192614,1096.58,247642,163005,2880.75
374336,265164,1445.61,287676,179626,4121.58
300777,233783,1317.48,360952,233578,14318.8
249898,206538,1238.98,227840,166519,2564.43
427455,292210,1497.95,462378,314252,16906.2
276190,198380,1425.67,229301,148950,4619.46
219783,177710,1266.48,174986,130061,3664.1
213595,203672,1073.89,237629,173377,1839.05
365409,282849,1322.9,405897,275970,6333.82
304020,224037,1389.6,241780,164206,5049.65
426193,316016,1381.05,553075,322768,86105.2
312470,232307,1377.37,299883,206939,5792.83
386651,263475,1502.74,288299,186523,4226.08
275172,227528,1238.42,439094,276878,14085.9
194092,184279,1078.57,245990,183132,1944.2
266634,236340,1155.27,485095,325228,6169.7
218986,190123,1179.47,239176,161264,12992.2
295315,235522,1283.98,435707,284736,9713.58
374055,223774,1711.74,318287,210304,7261.07
288398,199742,1478.55,170281,124535,7825.03
215068,159054,1384.67,181576,124182,2197.72
292958,235606,1273.3,342652,238614,11076.7
390855,234000,1710.46,304246,195744,8960.34
278131,240760,1182.99,276062,177491,6565.77
235239,226369,1064.13,231321,169882,13594.2
391886,298741,1343.3,553406,323120,11243.8
363046,259156,1434.52,565432,249366,15678.9
238776,211796,1154.46,341637,218122,3459.07
275754,205084,1376.89,263448,170249,4544.16
283886,247611,1174.03,255360,168269,7847.38
255742,243460,1075.67,463473,292783,8892.69
166756,183802,929.04,212688,147268,2667.83
228943,250512,935.864,416710,297005,17227.8
319999,256040,1279.84,374736,259557,3766.43
268867,219971,1251.64,214073,137276,1966.7
306617,221316,1418.7,266785,194401,9953.86
347580,210610,1689.97,385007,242287,5462.43
246646,209874,1203.42,201116,135204,2201.47
384144,295972,1329.08,282716,195446,2831.79
262335,253818,1058.37,327708,212303,16758.1
269844,217305,1271.58,251454,203618,264.486
323124,249564,1325.85,238080,170418,7587.29
197894,204635,990.277,370389,317955,320.521
361074,264902,1395.79,277679,197078,6686.09
346497,257279,1379.13,224894,157916,16518.9
256903,172260,1527.2,222475,149828,2460.31
320767,210974,1556.94,321479,240528,6169.98
405629,266894,1556.32,346149,196950,7855.7
470627,295000,1633.63,444466,293889,3939.35
299246,279599,1095.98,372442,247095,8887.44
241925,250134,990.414,255490,185342,5890.97
327010,276774,1209.89,405310,292364,5451.99
380045,262958,1479.99,419420,265047,12268.4
186639,167637,1140.11,269172,176132,4805.03
240717,202021,1220.17,185780,134944,2951.48
234075,212671,1127.09,281388,179455,1098.45
334842,210329,1630.21,321626,207244,3048.81
297622,215884,1411.73,258426,174425,9753.66
435558,247968,1798.67,593673,360984,10924.3
316785,253732,1278.48,318456,218583,5524.21
208191,186472,1143.32,230199,160429,7264.38
285369,246590,1185.06,319710,218533,11051.1
253579,193380,1342.8,188658,128386,5628.42
223901,206411,1110.78,248040,174324,4669.18
241892,232908,1063.52,388419,244193,5588.21
217213,183654,1211.15,225209,155463,4619.66
368460,256367,1471.77,265323,175570,4557.26
254411,222080,1173.12,203050,150421,6436.39
282769,225699,1282.94,283707,190476,15178.9
446027,264884,1724.29,512598,287529,7932.3
376508,227158,1697.29,256113,166847,5427.01
244345,252423,991.258,363213,240402,2421.92
471642,294058,1642.41,471403,318900,12034.2
268242,270214,1016.55,442160,294445,3208.07
327892,279640,1200.69,329325,207721,12430.9
290296,221866,1339.84,208624,148639,7451.15
219726,203681,1104.67,163006,128298,4844.36
289660,212837,1393.64,313939,204990,5570.52
244393,222116,1126.72,259317,194650,5902.26
290192,255096,1164.92,291804,186128,14956.4
360726,278675,1325.51,368671,242067,10193.4
356440,237531,1536.64,430728,271659,16742.9
405942,257488,1614.38,321834,222894,16023
357444,269446,1358.45,357905,229910,6304.29
240291,255863,961.701,327181,209452,2551.58
297056,222179,1369.12,290450,195136,2698.88
359989,245810,1499.66,420024,264656,9656.11
283721,233120,1246.27,498901,305633,23857.7
337760,222607,1553.75,255175,191447,640.026
294929,216410,1395.55,214874,142690,6822.49
430378,297454,1481.63,460407,306180,3530.89
431171,333496,1323.94,483988,319904,32930.5
374513,243205,1576.9,237761,161620,5070.42
262587,196024,1371.77,168846,126675,3012.18
194034,222689,892.239,314505,214218,13254.3
194387,200287,993.87,215712,160967,1893.92
341879,323183,1083.26,525398,331205,6239.74
474508,286588,1695.47,432172,279746,16056.7
507685,312140,1665.52,380489,275113,89147.5
226713,204651,1134.4,164039,125685,1613.26
313312,253328,1266.46,436069,211552,16488.3
261932,207572,1292.19,359319,233879,3815.24
282423,199289,1451.17,304584,214661,3704.38
324622,269773,1232.22,429039,287168,8520.54
164038,129559,1296.58,202030,138340,2255.55
248157,219434,1158.05,195552,146420,22868.6
450588,264819,1742.35,435953,288871,5965.49
216161,174444,1268.91,184171,133042,3350.84
396527,245274,1655.48,266660,190452,5249.75
329986,227321,1486.47,351677,229100,5971.21
294215,211462,1424.77,451469,299149,12464.1
247023,243472,1038.97,302109,209129,2910.82
314292,223989,1436.86,398542,195772,7785.06
407159,289171,1441.83,314943,205097,5430.55
450681,277021,1665.96,418716,274881,14250.6
379401,256241,1516.18,293794,188693,19327.3
175824,182390,987.166,194768,146818,1009.27
447684,280467,1634.53,302498,206663,14600.8
278827,229779,1242.6,391036,253240,6609.09
368087,238361,1581.31,327306,212492,7886.92
369258,219378,1723.61,330806,218049,9245
232761,227892,1045.89,256905,181497,5139.13
178524,171761,1064.33,171571,128772,1490.75
340045,320781,1085.51,454522,295333,8652.25
465524,274305,1737.84,424808,291315,4204.36
295908,278880,1086.52,522096,323860,6045.09
292832,231547,1295.05,312107,220178,5135.73
276905,177345,1598.87,288594,178630,8067.77
277647,230340,1234.33,270536,190139,4546.38
340212,209968,1659.25,390976,255973,4368.32
255555,259398,1008.85,338342,213341,9146.51
324582,229923,1445.6,370494,245464,12599.4
216385,201339,1100.54,243558,181707,12685.9
317859,277635,1172.37,447712,294140,9589.7
302663,231168,1340.75,475159,295085,27323.5
285951,257890,1135.43,372664,268889,17706.1
251120,253707,1013.57,354159,226275,9546.52
310133,273156,1162.63,364318,245801,30539.7
180115,193686,952.276,218083,148135,2546.18
470582,287439,1676.49,340167,233154,28647.6
217359,196578,1132.26,163870,126196,9357.19
330038,191732,1762.7,267968,176526,5887.23
187131,211942,904.151,300610,210797,3112.01
261482,236256,1133.34,212060,154473,1551.49
180864,206773,895.71,207985,145430,9001.54
288246,208260,1417.31,266882,180250,2120.83
196752,243539,827.282,317419,216251,2610.42
367728,249724,1507.9,482711,193932,15708.7
277084,234827,1208.28,237135,169520,5392.33
389614,263986,1511.32,399914,263640,10084.6
322905,235254,1405.55,332252,230048,6819.59
195980,232272,863.998,275613,186065,10280.3
376698,216450,1782.13,349808,218546,7473.64
274170,251990,1114.15,272142,181750,8462.81
406291,248486,1674.35,481224,285988,28253.1
453711,294432,1577.99,370079,224888,5126.26
341406,239697,1458.51,321593,213098,9158.18
263572,162215,1663.9,454711,257247,5594.24
196691,216842,928.844,249907,163745,2032.29
396328,267812,1515.41,407980,270474,38583.5
256175,222608,1178.4,251546,177419,7303.87
283587,224954,1290.91,193288,124318,1493.6
201342,218125,945.231,326199,216722,2437.92
329509,237711,1419.48,213416,133430,1867.38
214733,235120,935.208,264107,178936,4377.24
340164,234111,1487.92,361946,242171,10824.6
453032,294292,1576.36,399161,243395,6605.43
339844,218730,1591.02,518835,304407,6824.04
299582,247883,1237.58,252454,182718,5877.84
449148,332532,1383.12,351210,207251,9735.18
486461,327732,1519.97,498068,280539,22520.9
423512,325743,1331.37,296390,176137,5627.11
246882,165537,1527.2,182457,141578,517.127
367968,244304,1542.34,219182,146934,10886.7
256953,203814,1291.02,241870,159566,1524.9
302651,195326,1586.7,214246,132418,4019.76
197408,156257,1293.68,201246,134832,8484.89
556508,353103,1613.91,324877,216850,6329.91
258439,202076,1309.64,189395,139995,3962.34
481489,345970,1425.12,443837,266862,19128.8
329806,249028,1356.18,200624,149168,6268.6
454070,283372,1640.86,256051,139680,12119.6
226672,187895,1235.38,267471,178666,2573.36
238859,229859,1064.11,237413,180223,1065.99
293632,218072,1378.8,212176,145914,1151.78
271836,184842,1505.95,205856,146240,5602.51
340386,273018,1276.68,250728,165592,2551.48
278922,240503,1187.61,189510,139600,1100.48
388230,300730,1321.95,227702,153388,4738.49
298547,203077,1505.44,222687,162846,6376.28
413042,294540,1436,219052,152173,10189.6
273124,180573,1548.88,295039,195102,1515.07
259536,193729,1371.84,181522,123952,2302.86
182702,184964,1011.49,189978,130886,5838.94
252277,171308,1508.03,240857,149608,8242.89
366685,246876,1520.97,423273,268619,6620.74
293260,219244,1369.73,293332,197732,5190.5
196417,199283,1009.29,180348,129193,2618.89
206768,193096,1096.54,279444,191635,16833
247052,208437,1213.73,248633,177970,8206.75
181870,199781,932.216,175480,135120,13587.1
221957,170916,1329.83,167380,143374,438.016
326942,238711,1402.52,193980,145773,5037.04
432177,277873,1592.64,524325,347517,11091.3
287531,219736,1339.93,373478,256187,9114.31
223890,142726,1606.39,237442,155775,4023.48
321441,221739,1484.45,252122,176597,1166.04
321740,243500,1353.04,256827,166033,3239.58
356569,240701,1516.96,413891,296538,10606.6
229523,209557,1121.59,281371,170403,6130.5
352404,212032,1701.92,328083,193515,2733.99
295156,202580,1491.98,246834,175100,3332.88
385745,255002,1549.03,350198,266155,11581
293159,201118,1492.67,274443,193528,5180.41
264801,256281,1058.05,328332,224051,13014.1
271900,208245,1337.04,346697,212122,4608.81
216272,232589,952.179,388470,254523,7764.07
309239,242968,1303.3,393055,274416,10984.3
303518,276824,1122.74,315366,212528,14294.2
374515,276542,1386.81,362189,219754,5051.63
173351,178682,993.46,213702,150183,2428.24
211048,180676,1196.16,314962,214907,4653.9
378306,266191,1455.33,411060,271672,11600.9
304082,238359,1306.39,277134,201209,3020.65
281896,215449,1339.82,219026,156768,3095.11
244159,263560,948.649,393656,267120,3153.38
242476,250041,993.019,218448,144426,18030.9
261565,197878,1353.61,173345,123418,4345.58
234501,240978,996.481,310080,228525,8987.84
199276,186502,1094.17,226168,171751,942.933
342864,227940,1540.31,244902,164708,3140.42
287699,211203,1394.9,204490,120381,3749
220357,178898,1261.32,223460,152294,10672.2
235788,198042,1219.18,160920,123843,6173.7
267720,224878,1219.12,165586,107592,2243.56
434407,246425,1805.15,435406,244587,6757.18
289016,213205,1388.14,316361,206474,6934.73
221008,215834,1048.55,219402,158255,7489.04
396350,302107,1343.45,276831,195214,7220.31
319246,251487,1299.93,257209,167259,5980.64
208700,192528,1110.06,208235,153257,4320.29
298442,256884,1189.68,335186,219891,10623.8
360986,272952,1354.26,468721,321065,4457.09
368750,270207,1397.48,402150,262505,6710.63
347436,286178,1243.2,428712,297854,7575.14
292982,243278,1233.24,277374,200983,6649.92
432415,265796,1665.94,415677,284428,22648
381712,281779,1387.17,408017,263797,4430.97
297857,235826,1293.36,286674,198038,5526.74
287106,233210,1260.66,400730,267702,9249.04
406091,294219,1413.37,601703,377397,10399.4
269210,202151,1363.73,223176,155550,8327.77
323601,219176,1511.88,266838,179368,3727.34
348908,242934,1470.73,433909,269490,7178.07
320438,222869,1472.33,263905,187921,5855.72
283689,215548,1347.74,282423,197595,19353.9
255812,187744,1395.25,179427,134226,7821.1
244157,246368,1014.81,255539,163696,8451.92
179645,193583,950.304,235299,164475,7789.74
216613,199225,1113.38,204852,162506,2087.23
459019,270704,1736.4,441423,252057,9488.75
308531,246852,1279.88,337009,215691,1725.23
315558,213447,1513.92,309477,184032,3736.04
577576,327899,1803.74,531589,340293,45819.2
249849,199772,1280.71,224775,154453,4931.45
236396,243441,994.366,232409,165442,9423.05
231162,218373,1083.99,240200,176066,13879.6
160280,217152,755.813,229157,167950,2082.28
