"FSC-A","FSC-H","FSC-Width","SSC-A","SSC-H","GFP-A","GFP-H","PE-A","PE-H","mCherry-A","mCherry-H","PC5.5-A","PC5.5-H","PC7-A","PC7-H","PerCP-A","PerCP-H","APC-A","APC-H","APC-A700-A","APC-A700-H","APC-A750-A","APC-A750-H","PB450-A","PB450-H","KO525-A","KO525-H","Violet610-A","Violet610-H","Violet660-A","Violet660-H","Time"
238696,222568,1098.24,242277,162180,243.7,790,389,1253.1,452.2,357.3,630.5,560.7,93.3,383.5,2128.1,1672,449.5,406.4,288.2,391.4,167.5,270,1386.4,1256.4,2710.5,2039.4,2174.9,1505.7,620.2,533.7,0.560287
340987,252621,1382.22,237690,153706,438.5,1051.8,197.4,1052.1,169.7,350.3,545.3,758,393.8,384.7,2438.4,1811.2,119.7,308.5,469.3,544.7,40,324.8,3742.4,2668.5,6653.9,4454.9,2886.5,2280.5,602.6,621.7,0.561556
307891,237818,1325.73,244769,159879,357.6,804.1,-281.2,682,282.9,456.7,784.8,696.1,425.9,389.9,3064.6,2165.5,77.9,382.6,145.3,366.3,167.6,380.6,1750.9,1306,4512.1,3016.2,3575.7,2385.8,1178.6,817.7,0.56223
307684,246054,1280.52,219886,137749,522.2,1157.4,75.4,817.5,40.8,368.2,1282.9,780.5,220.4,317.1,3954.2,2834.5,940.1,768.6,754.6,715.9,734.9,506.8,2216.1,1644.6,5036.9,3435.4,4480.2,2822.8,943.7,755.6,0.562963
159205,210648,773.955,199206,130157,-214.5,769.8,282.3,828.7,241.3,388.1,291.9,497.7,-7,270.9,568.8,448.7,611.1,431.9,417.8,427.5,365.1,432.1,597.9,794.6,1283.7,997.7,1284.7,968.5,333.6,509.4,0.563419
453350,293665,1580.82,448854,216982,3156.9,2327,-258.3,929.3,238.5,457.3,1150.7,679.8,677.2,483.7,5562,3452.6,752.9,508.2,545,558.7,466.4,459.1,34891.4,18874.1,47685.1,25536.6,11406,6213.7,1828.8,1240.4,0.565045
284056,237318,1225.7,214079,132097,723.8,1387.7,-171.5,685.3,66.8,513.4,296,581.3,137.2,253.4,2010.6,1578.6,368.6,481.4,871.7,501.5,268.6,357.2,6353.9,3973.1,9915.4,6221.4,3969.8,2545.5,655.9,552.5,0.565818
348552,256104,1393.64,320934,219316,1412.6,1519.2,-94.5,1029.4,413.1,608.1,932.9,579,398.2,345.4,3193.8,2252.6,613.5,423.5,273.6,264.7,250.5,374.1,3299.6,2257.6,6635,4462.7,4151.3,3081.1,820.1,806,0.569584
297252,266742,1141.15,235350,144690,403.3,870.5,-61.3,664.9,302.8,419.4,674.2,508.1,35.7,260.2,2224.4,1827.2,314.5,375.8,385.7,468.7,274.6,426.2,2528.9,1809.8,5251.7,3581.4,3867.5,2568,622,669.3,0.569981
256854,227289,1157.2,197259,134966,8.8,955.7,-509,809.4,174.5,399.7,679.2,596.9,278.2,280.5,2119.6,1635.7,948.5,612.3,653,486.3,485.5,469.2,2502.6,1874.5,5165.1,3611.6,2529.6,1986.3,254.7,418.3,0.570199
