"FSC-A","FSC-H","FSC-Width","SSC-A","SSC-H","mCherry-A"
349181,211421,1691.27,503667,220689,5546.39
252279,206949,1248.32,372042,221489,15918.7
190971,199076,982.324,257822,174619,350.717
189656,157626,1232.09,161221,130860,12.9342
346677,252046,1408.5,198491,121377,8484.81
190504,249460,782.002,317027,168851,1975.64
243816,249512,1000.65,303924,193225,-224.463
297450,219778,1385.91,326127,206987,1827.4
247547,184168,1376.45,208087,162015,402.136
287439,239326,1229.89,285036,190377,3291.29
236551,254016,953.624,415136,233213,3011.54
183914,229602,820.241,278491,193123,1807.99
204008,239865,870.926,188126,115447,690.719
203947,232643,897.699,197714,140479,343.996
307709,235032,1340.68,216439,150146,2768.78
273709,273768,1023.78,460336,258615,5334.82
314916,268437,1201.32,356502,219691,20503.1
309684,258398,1227.27,362980,226790,6615.82
448563,320274,1434.18,507540,278652,5969.25
236747,272710,888.98,327596,230545,2533.34
240594,226324,1088.59,242317,147223,5354.59
342921,287507,1221.38,367047,235095,7399.38
282107,229718,1257.56,263288,174442,3460.1
229317,230164,1020.25,215997,134805,6273.32
450048,267246,1724.47,296236,191057,6404.38
220705,227574,993.114,210526,131690,12127.1
341309,381153,916.957,320202,194899,10424.6
284452,250104,1164.67,173319,120074,730.029
341406,305287,1145.17,328127,195068,20297.6
186707,176907,1080.74,337017,195492,678.461
332667,264829,1286.33,373617,243907,3723.49
211924,217726,996.735,235114,154414,2069.91
201213,201248,1023.82,246367,152548,5460.75
217661,179918,1238.85,376656,237814,2098.97
478497,285072,1718.79,437400,256576,6513.42
287768,212802,1384.74,205372,138065,2981.22
247752,207765,1221.11,197849,141017,2829.6
328390,228328,1472.8,225357,159434,2586.82
216491,188579,1175.58,302675,197004,969.529
258668,200105,1323.69,232093,163282,12751.8
259504,239057,1111.59,345853,224001,8274.2
216167,251834,878.979,215556,134540,10475.6
333894,205680,1662.39,320820,227205,430.544
187270,214040,895.959,219713,145569,1551.94
233955,253976,943.276,355393,225590,7524.33
292590,224880,1332.36,354555,225178,6276.05
204147,167567,1247.59,233359,142650,301.056
285521,219113,1334.35,251066,165216,5702.85
400567,286857,1429.91,461913,281791,4628.24
211265,199797,1082.8,158407,106379,1962.01
344120,233800,1507.18,241989,163340,1688.25
274874,325526,864.681,398046,253262,15033.8
347958,285254,1249.12,429255,266029,27873.8
274321,211160,1330.29,210098,133408,3800.41
218436,236154,947.176,220553,152833,6040.09
239062,241417,1014.01,397119,233379,1645.36
315452,299582,1078.27,229644,143008,2063.95
411690,281644,1496.84,307190,202727,2542.54
281292,217472,1324.55,302298,224258,3694.93
353330,260401,1389.44,378303,226031,2757.19
268689,265288,1037.16,297539,201943,9967.47
191769,228304,860.159,226619,164357,4075.53
233760,217668,1099.72,268332,165275,3264.66
351445,311094,1156.84,546064,286970,15899.6
199227,202838,1005.8,188920,130138,3126.06
251713,261553,985.477,274762,194843,8686.7
284508,310588,938.027,449262,270375,36296.2
349510,237502,1506.96,304361,197721,4405.33
474132,334915,1449.67,380434,251031,4163.43
190874,240488,812.768,263086,169562,4067.55
229907,245255,959.944,319665,205426,1683.88
309783,308997,1026.62,309822,200163,1883.97
188398,198496,971.946,225762,148906,2769.94
270530,218354,1268.7,210585,149347,1216.53
260593,194340,1373.12,438840,222771,3527.55
330031,254069,1330.18,539540,272334,19007.4
163660,209712,799.131,222434,155183,1790.8
287447,235100,1252.02,324714,220723,2053.79
280194,268572,1068.33,205907,141911,3351.88
377696,248576,1555.9,299394,197742,3923.3
237618,221464,1098.73,237109,166207,1520.21
389675,244574,1631.56,363494,256834,2640.94
294039,205364,1466.19,387287,275645,4462.16
377270,276960,1394.91,315409,213125,6701.46
242614,265508,935.716,204875,138807,1104.54
333761,278120,1228.89,299734,197137,3539.32
175044,237959,753.278,273188,178460,6314.71
375432,242073,1588.13,253709,171767,3579.13
226808,272572,852.084,236488,164899,4535.66
178348,195772,932.882,213733,142120,4684.43
187798,215361,892.943,225379,152240,869.818
245583,216589,1161.1,218997,150243,3565.93
279141,244242,1170.33,250629,154005,5643.32
225794,240510,961.367,249695,172417,4819.29
323709,241071,1375.06,364283,201012,11730
366308,275806,1360.04,241030,164566,2888.5
423217,294562,1471.26,402909,264732,9355.96
359312,299589,1228.15,435134,272637,3259.12
200610,233283,880.588,206255,152603,5629.98
224728,245664,936.733,428556,267301,5410.99
202171,269010,769.58,330412,200949,5677.23
264192,226406,1194.93,224812,164645,2458.91
267488,193014,1419.15,262730,146105,12088.4
361228,258383,1431.62,498791,286564,16704.4
388094,294198,1350.85,337670,225805,12775.4
191237,205142,954.616,208444,141769,3411.94
200631,183237,1121.23,226490,147404,899.127
180566,228960,807.591,318077,223968,3308.74
324948,270117,1231.88,259831,168171,5275.22
243580,238964,1043.8,362185,205056,7019.95
187761,250259,768.278,277877,183315,14082
267567,234099,1170.41,342312,203715,11101.1
258751,272514,972.291,316012,206456,5341.31
192940,223433,884.249,251181,174111,3926.37
273340,217132,1289.1,220163,153231,5389.75
195662,201984,991.947,294600,210096,3694.87
332230,260558,1305.7,330075,191558,2029.46
321790,263706,1249.56,273129,180444,7383.4
204727,220990,948.663,344197,213878,8706.64
274432,192883,1456.96,189942,137784,4655.28
211267,217825,993.173,276938,201705,4827.71
166269,196400,866.901,183419,128013,1596.51
340676,264998,1316.46,270539,165029,2331.19
367949,275525,1367.52,455651,276540,5444.87
230488,203504,1159.82,210030,141424,5987.16
311457,224678,1419.54,183410,130582,2701.01
347773,212331,1677.21,305362,204360,4022.35
368550,307954,1225.5,332078,222088,5468.73
390538,316217,1264.67,470981,294667,2833.63
380006,258444,1505.67,578352,317666,25792.3
299989,237797,1291.84,214558,149055,2830.85
205856,207320,1016.8,323274,225098,1552.36
323099,231828,1427.17,279496,192247,24980.3
321912,252142,1307.38,350136,224904,5835.03
340481,211513,1648.38,298044,200076,4946.61
392535,222686,1805.08,375633,231058,4570.5
232066,205324,1157.39,385478,245009,3307.74
212971,214349,1017.44,209479,140168,3918.43
280879,252931,1137.16,327047,213944,1405.2
313834,282097,1139.21,365146,225486,3513.73
214683,263017,835.821,389477,235564,3135.09
352232,243799,1479.48,217880,149812,14168.3
218468,218426,1024.2,384831,240738,4057.59
243540,211717,1177.94,176321,120241,1300.81
222628,225666,1010.22,304781,204126,3670.04
223558,268073,853.958,427444,258702,8988.47
171696,206907,849.748,185251,120154,4062.35
437222,317306,1411,255065,150003,8351.23
268183,214579,1279.82,184041,129228,4029.37
299372,276903,1107.12,399622,293023,1298.11
208086,246660,863.873,290437,183025,7500.64
247194,217434,1164.16,282303,167284,3364.05
295179,220138,1373.08,224153,143108,1749.98
228858,215753,1086.2,193218,129090,3645.85
317480,228505,1422.73,251607,169919,2940.67
197285,170797,1182.84,236589,148589,940.545
595944,377594,1616.15,512634,272421,8451.8
372897,266909,1430.65,310229,214133,5102.92
345308,246437,1434.86,264381,184718,10522.7
374681,269012,1426.25,265268,189678,1993.91
380629,230712,1689.39,242093,137858,16071.2
273619,222257,1260.64,370936,257644,1763.13
283796,194505,1494.09,173815,129520,7716.79
255167,216550,1206.64,250860,166994,635.467
272479,241890,1153.5,354458,221806,3559.92
369134,256590,1473.17,277817,193066,1066.28
441536,264806,1707.45,378054,243653,3041.72
310795,216774,1468.18,205616,139257,4671.4
536854,338128,1625.83,460015,256533,11968.1
289038,179471,1649.21,248526,162724,3156.14
332804,243206,1401.28,274050,184974,3141.1
165743,201260,843.306,249671,173696,1402.97
328371,290370,1158.02,256076,171452,687.134
430366,283408,1554.98,607457,355160,4059.35
222424,260474,874.419,157828,107532,4515.56
323115,225704,1466,230246,157480,2138.85
370827,258295,1470.17,481140,246364,6505.25
284306,172996,1682.9,198494,147672,692.131
222321,232187,980.497,288292,177483,3218.4
391704,244817,1638.4,246557,160845,7629.3
211156,166068,1302.05,302230,193781,14221.7
218931,188529,1189.13,219266,131211,4698.82
236021,171521,1409.08,305112,188478,5148.79
185138,113727,1667.08,248863,130983,1710.65
258005,242062,1091.47,318724,203492,10023.3
180021,234653,785.607,177542,119727,8974.5
499461,312056,1639,357142,234038,10233.4
308850,248940,1270.45,205715,138899,1666.44
528275,311828,1734.8,495137,296351,15093
186774,199872,956.893,226644,152686,935.753
239554,205925,1191.25,237737,158632,4782.96
426236,283043,1542.06,330531,229782,6109.5
240351,222233,1107.49,161582,107894,1820.93
395037,251528,1608.29,257771,170446,4089.35
393228,276481,1456.4,230988,150744,6303.94
273855,250806,1118.13,326224,216122,14621.3
191739,209281,938.17,297103,192475,3043.57
397855,287635,1416.41,276204,166944,11410.1
366196,258677,1449.65,345955,224324,1757.09
219589,234917,957.204,345968,224003,3141.04
320274,280240,1170.28,412825,275837,9331.86
576743,349210,1691.21,388550,198660,713.059
267588,193863,1413.47,224850,139916,2564.1
333019,240328,1418.94,291424,193360,2585.78
471512,334478,1443.56,490306,306735,5761.56
423378,348675,1243.4,455462,220480,11738.5
441124,254453,1775.26,279667,192203,5735.22
298843,217149,1409.27,200932,142309,2112.25
250610,185753,1381.54,187293,107425,1614.88
217645,248376,897.301,281308,187442,5085.88
413017,250047,1691.44,223274,146572,14057.7
374100,264898,1446.14,314285,184090,7104.39
215106,229332,960.496,395506,216741,3820.62
334545,246610,1389.14,339632,225984,18534
330694,232825,1454.45,252737,180399,2673.44
277451,259041,1096.78,321192,208182,6098.3
322524,255182,1294.26,272666,177324,13442.8
398442,261541,1560.03,315929,179639,6331.49
181976,242932,767.071,235255,156507,1846.44
370410,303004,1251.81,528476,339967,11790.9
303988,251200,1239.18,295965,195574,4121.32
304686,255313,1222.03,245029,169164,6188.01
288322,250040,1180.81,496482,270694,17934.5
312211,256657,1245.65,329613,215240,19537.7
203721,224550,929.035,293929,174050,3607.56
247082,233082,1085.52,420882,236791,19110.8
329586,254610,1325.55,415432,244173,4990.89
343699,291560,1207.12,354086,232533,6231.53
276531,273493,1035.39,174102,110796,2246.01
290356,252738,1176.42,200372,136332,2042.32
178545,124879,1464.14,316925,207660,327.636
470381,304192,1583.44,374559,223224,6025.81
524593,363178,1479.12,460120,252492,52293.8
193871,212112,935.972,194282,130208,1201.4
211165,220190,982.053,276582,179478,6994.34
427860,281403,1556.96,346432,220504,4721.78
267282,229000,1195.18,338405,203525,5985.01
403037,248910,1658.11,377478,253717,5447.41
310705,255877,1243.44,364733,231500,6958.52
281033,247397,1163.25,245207,167331,5185.11
216901,151693,1464.23,369607,282772,832.616
184032,198167,950.993,239756,144476,3624.1
320510,206392,1590.19,323890,256296,189.423
362733,245154,1515.14,343803,225420,1087.93
247884,206558,1228.9,176645,130558,4148.54
247927,231657,1095.92,340587,205537,13374.6
359363,295163,1246.74,282538,192002,6831.75
300556,207096,1486.12,201368,143866,315.404
194734,230717,864.314,232588,163320,8301.8
252271,197515,1307.89,266055,187563,1034.83
395716,326697,1240.34,399918,232365,5847.43
328222,232386,1446.31,285986,191056,6283.36
191264,236948,826.583,323300,223694,5814.94
388034,241735,1643.77,231360,157471,4018.63
211323,179872,1203.1,273916,170838,5192.58
283615,219608,1322.5,200860,140782,5374.42
255501,193564,1351.68,162189,147035,272.96
360962,259821,1422.64,346714,224568,5029.36
260248,190379,1399.82,178060,129718,763.053
220576,211873,1066.06,209507,149948,1429.62
325171,255984,1300.8,416332,237846,6109.88
227874,215948,1080.57,360224,357377,299.866
446436,287593,1589.58,234332,150755,10204.6
393822,242003,1666.42,234025,159131,4556.03
345739,282028,1255.34,374165,250895,6606.69
308739,238181,1327.37,258565,175288,6351.86
302666,243387,1273.42,377766,230832,2448.05
262372,232152,1157.3,188870,129242,1660.57
276852,241241,1175.17,355002,229801,6947.99
276204,240375,1176.66,270343,184514,4030.03
304528,240189,1298.32,259075,163244,2623.92
371950,268365,1419.28,358264,227444,3465.13
252529,191404,1351.04,240473,147131,3375.38
448940,317311,1448.81,520156,384670,9603.38
265847,256037,1063.25,274110,170464,6759.59
370277,277629,1365.74,489984,287237,13954
228438,193105,1211.37,226202,150313,4364.11
258996,218880,1211.68,384594,281317,2215.45
240318,233284,1054.89,272594,182496,11102.3
233476,230056,1039.22,176670,121916,1283.12
336260,258629,1331.39,380312,255989,4952.06
287269,229391,1282.4,219692,148986,13091.5
208913,183754,1164.22,271833,204141,251.348
235613,236271,1021.17,279217,171980,6667.08
321577,262065,1256.54,239799,164705,1893.11
481072,318108,1548.6,388689,221651,5906.84
263535,249850,1080.1,378726,217758,6568.46
293518,254553,1180.75,304711,206573,2247.18
240303,248180,991.511,268208,175416,7472.26
327098,243496,1375.58,294156,189620,7239.51
269173,224903,1225.6,269831,161878,2388.67
265042,266173,1019.66,395614,259088,17072.9
246525,226105,1116.48,174455,124924,4680.7
312823,229901,1393.37,184375,132989,3662.36
372568,283178,1347.25,373741,237215,2973.15
173403,162364,1093.64,206973,142159,3392.31
229242,231121,1015.67,324439,213290,2635.14
335682,242324,1418.53,241526,166098,2700.28
397608,298806,1362.62,439494,279043,2497
275707,231026,1222.05,422753,230015,1647.98
361934,268390,1380.93,343348,231248,2215.53
311207,218172,1460.69,209207,144824,3850.01
256679,209545,1254.33,246268,165636,2231.15
248791,186658,1364.87,247777,153131,2242.43
177766,165204,1101.89,231656,163626,1604.8
359306,256003,1437.22,338764,224144,284.865
367937,246176,1530.48,276909,172099,4991.68
270644,243401,1138.62,229482,158280,5398.39
184516,186323,1014.08,192372,138533,1743.61
281768,262110,1100.82,509528,319694,3024.72
289352,225593,1313.42,186311,133369,2891.55
175376,200919,893.847,198432,134346,1927.53
249231,206237,1237.5,235970,158028,1899.97
259511,207677,1279.61,221078,154420,2212.2
333466,224772,1519.2,200029,133179,4907.44
236146,201376,1200.81,275198,183324,1400.01
254993,228535,1142.59,218681,153620,1730.04
300610,186583,1649.86,363887,149842,18307.6
271972,239081,1164.88,249573,166810,6568.09
277973,230732,1233.68,208965,153917,1893.61
368988,285568,1323.13,454449,285408,2041.43
213086,198226,1100.77,310448,198671,6531.08
261786,208433,1286.12,279664,179844,3777.83
478554,285384,1717.12,485383,332426,5016.59
257690,220023,1199.34,233594,167154,2786.02
245602,243161,1034.28,427640,257786,3696.75
239156,183280,1336.18,182510,127164,1781.02
204216,176797,1182.84,213001,155208,777.278
277524,249781,1137.76,210413,145989,9123.07
272680,223749,1247.96,209705,121669,15505.7
234277,162170,1479.33,426117,326191,551.632
214856,194943,1128.64,196651,122842,1031.98
360956,243642,1517.07,207058,137485,3103.72
441714,302097,1497.25,432778,234177,6305.01
332426,258577,1316.45,242208,157890,5222.19
202814,156371,1328.16,171229,125040,1549.55
278379,246388,1156.97,197361,124205,1105.26
300590,210166,1464.62,174429,123875,5033.11
388639,274081,1452,215096,152004,3947.39
183447,190980,983.625,208142,136280,1961.04
161588,218521,757.213,243530,160074,1667.57
264738,208537,1299.97,235022,151340,10494.7
331916,271151,1253.51,314247,202658,3417.5
365726,256255,1461.48,288084,176950,3706.34
243285,249528,998.378,166393,109752,3792.84
238460,210698,1158.94,274039,175134,5214.18
350682,260921,1376.27,189982,127730,4319.81
302699,247593,1251.91,348582,222396,6844.77
205231,243938,861.521,346194,228479,1983.71
219774,255615,880.44,428894,288586,6865.27
211804,245367,883.953,260573,171164,7998.56
180980,219668,843.664,266208,176053,4213.19
283269,207418,1398.48,201462,144903,919.126
171138,181078,967.821,178584,144576,1736.57
268081,207621,1322.22,270554,166612,4600.69
285216,221154,1320.64,171747,120094,1722.69
249509,223100,1145.23,244057,123008,1948.78
337975,248825,1390.89,420147,273929,13049.5
302602,267045,1160.36,343867,225780,2173.57
226399,202765,1143.38,232526,166760,2563.67
236392,221169,1094.49,300582,189532,7060.25
176828,196365,922.137,248062,159045,1225.91
379508,286714,1355.42,405295,277007,7008.04
336972,200343,1722.4,329406,232034,1154.03
428968,258513,1699.19,363607,228961,5373.24
322307,247428,1333.91,345590,222607,9263.99
396123,281169,1442.66,472730,315410,5691.59
243859,248363,1005.44,171894,119496,1640.56
385688,268728,1469.68,352708,233432,4629.02
280321,264569,1084.97,330400,235937,7495.99
350386,274537,1306.92,297370,212441,2925.09
168296,220159,782.798,205688,152642,1982
302438,193772,1598.28,173056,130875,675.47
341206,219290,1593.32,323991,186662,7336.08
259656,213295,1246.61,192265,120238,1373.68
277735,270937,1049.7,446132,280388,10137.2
319798,268609,1219.15,228904,155986,5767.14
236592,245748,985.86,194923,136589,7775.08
277966,265674,1071.38,385131,242047,2530.13
216453,225102,984.679,236353,148893,4070.87
183749,216912,867.476,262446,163768,7068.58
381800,265194,1474.26,489053,286691,22790.3
229691,228548,1029.13,228817,147483,1552.16
280359,255868,1122.03,296669,188659,14549.9
242124,189915,1305.52,336320,226041,3703.21
232653,204009,1167.78,174175,120321,3233.04
275781,198039,1426.03,180898,127850,2778.6
405150,282194,1470.18,315343,172390,15154.3
306730,211324,1486.33,225974,164024,3392.86
312092,223777,1428.13,189990,133554,2826.32
239480,226520,1082.58,286259,190458,4042.59
203691,210710,989.913,206769,147398,7517.68
252839,238336,1086.31,244515,168429,1615.59
223011,263858,865.482,403040,247102,2164.49
396151,258801,1567.46,344903,238453,1177.11
255269,265924,982.981,313777,216512,1566.86
371635,250584,1518.67,359685,240980,3400.03
415873,277221,1536.18,387852,232912,7749.13
304774,238009,1311.25,405853,229060,1028.68
192996,218389,904.954,267582,163357,3867.55
299789,241741,1269.91,279706,204645,3436.68
249544,260618,980.494,277919,189647,3614.23
421406,285671,1510.58,481798,292562,8425.32
284539,215498,1352.08,304239,194669,1415.14
218879,203111,1103.53,216739,150252,6839.45
238578,235145,1038.95,291132,186529,9906.19
200901,248443,828.053,290437,206512,3387.53
338628,238220,1455.63,290893,184533,2212.31
274804,209184,1345.22,228627,162624,2566.45
339035,280228,1238.91,348805,243146,7648.71
476226,291686,1671.89,398528,264883,4715.68
323782,266402,1244.57,546059,340751,2521.09
364146,272625,1367.76,360338,240852,1113.25
219999,214702,1049.29,291365,183029,9738.16
349609,264204,1355.03,351361,234664,13350.8
259468,234777,1131.7,276748,200746,2158.43
237489,226156,1075.33,254854,178459,1472.45
236886,260921,929.677,344687,237680,6581.81
296491,215668,1407.78,264760,176736,6263.88
257411,255133,1033.16,371735,225166,3283.7
218809,240716,930.821,248957,171515,4023.89
267372,231204,1184.21,462320,282406,3096.89
182823,220865,847.629,232980,154793,4989.65
298294,240919,1267.9,320464,222914,24851.3
462895,313717,1510.95,554498,330284,14846.3
252590,243945,1060.29,217724,150049,5479.99
276091,246509,1146.9,247157,169684,1520.59
220186,188282,1197.53,173120,125966,8784.52
176130,204185,883.304,284466,178813,4877.76
341898,234951,1490.15,383048,251574,5110.06
229936,141189,1667.71,287192,183024,2081.57
230444,215129,1096.9,238876,166140,6529.23
283726,256421,1133.06,356107,244189,1845.59
299249,254042,1206.23,384208,237189,964.246
308149,222951,1415.35,233404,164548,4466.94
250323,199324,1286.03,265552,186639,5899.54
305414,245081,1276.09,270242,180312,23265.7
236076,256054,944.125,181572,127203,4483.64
402923,297746,1385.73,411593,237911,11722.5
281661,252849,1140.68,411447,264572,6435.37
357318,276680,1322.48,432766,252984,5366.04
161658,189047,875.671,203866,147670,1307.41
339134,236521,1468.26,307360,197041,3245.1
374391,251328,1525.45,212215,136546,6060.51
285704,198435,1474.36,241776,141589,3982.2
382253,253447,1544.45,207678,143509,4982.85
350812,255140,1408,260924,169240,742.078
289589,211737,1400.51,206418,151874,2099.52
197792,218489,927.001,197932,132268,8841.38
298100,218202,1398.96,485492,299256,715.456
270630,219144,1264.62,199844,138671,1985.58
243012,234021,1063.36,320264,218193,9410.33
196963,202444,996.293,225783,159430,2309.1
362343,260638,1423.61,256399,171797,4141.29
306753,231666,1355.91,187557,129919,1441.52
207483,214081,992.442,168843,121575,2156.99
237441,227889,1066.92,190865,130703,3142.84
236479,193840,1249.3,359718,202037,7603.34
258708,217744,1216.65,325753,186690,1845.09
353186,230894,1566.39,324857,208038,7010.73
582820,348297,1713.51,488503,270537,5696.16
378666,258311,1501.15,348335,226490,3940.03
334842,233980,1465.44,216274,151011,4416.78
372818,227984,1674.53,563797,264644,8940.11
278825,261325,1092.59,413363,237200,9243.44
350233,249653,1436.57,333149,215173,9212.29
181435,188273,986.811,210966,142557,2229.95
336044,193971,1774.05,311502,175691,1642.01
439242,252930,1778.3,414661,264072,16130.7
449797,266555,1727.96,258629,154823,2853.98
252846,259824,996.495,361237,217502,2222.96
385015,249291,1581.52,566353,301881,23914.9
539805,314250,1758.99,349650,197225,7982.42
253179,211892,1223.55,251301,162783,394.214
236268,229264,1055.28,423442,251326,4301.41
492314,281613,1790.18,436314,260990,4407.24
178789,105860,1729.51,261217,136011,4440.67
430755,316645,1393.04,304905,204489,6865.43
204597,175180,1195.98,241018,157703,11173.5
302703,214787,1443.16,409769,256240,5177.78
187225,200620,955.646,200583,132625,5185.31
262800,218666,1230.69,250286,172028,2044.29
504828,379629,1361.72,401929,249276,3954.36
230273,236127,998.643,290830,198816,11069.2
246812,218595,1156.19,244250,174692,9530.24
280043,244760,1171.65,335392,180539,3342.71
462755,285763,1658.25,353876,209150,7628.64
258777,212409,1247.54,243054,158337,2409.02
273633,202476,1383.9,205904,137108,1619.07
179463,190041,967.002,322491,216472,904.944
268973,181465,1517.81,261931,155632,4050.34
446368,292442,1562.99,345016,205089,1452.83
354643,250261,1451.13,192692,127765,5708.37
