"FSC-A","FSC-H","FSC-Width","SSC-A","SSC-H","GFP-A","GFP-H","PE-A","PE-H","mCherry-A","mCherry-H","PC5.5-A","PC5.5-H","PC7-A","PC7-H","PerCP-A","PerCP-H","APC-A","APC-H","APC-A700-A","APC-A700-H","APC-A750-A","APC-A750-H","PB450-A","PB450-H","KO525-A","KO525-H","Violet610-A","Violet610-H","Violet660-A","Violet660-H","Time"
193453,283889,697.796,400924,253517,543.5,811.9,531.7,945.2,243,430,1168.1,929.5,374.1,461.4,4021.6,2534.7,790.7,734,729.2,622.1,832.9,622.6,435.5,560.6,2755.5,2106.3,4029.5,2766.2,1257.3,827.9,12.4485
396221,272028,1491.52,401196,250218,220.7,818.7,-180.9,756.5,296.5,399.4,733.4,718.2,117.7,271.9,2682.4,2041.9,445.3,456.6,210.2,320.7,648.2,438.6,592.2,581.5,2740.2,1914.5,3357,2078,1078.5,715.8,12.4486
428570,276770,1585.64,354345,216392,82.2,1083.7,533.4,1004.2,248.6,463.8,1072.3,799,421.2,390.6,3971.1,2951.2,551.7,627.8,706.7,560.2,718.7,510.5,908.2,684.8,3344.1,2533.2,4232.8,3359,924.9,1008.3,12.4496
425614,292872,1488.16,359397,235256,274,1134.6,25.3,1022.8,290.3,606.6,1234.5,833.7,255.9,442.2,2910.4,2533.6,812.7,486.9,637.9,504.6,514.8,540.7,945.7,929.8,2812.8,2196.8,3595.1,2401.8,1096.8,800.7,12.4517
219141,259575,864.513,331533,213464,295.1,1531.5,-176.6,684.6,170.5,472,535.4,720,539.6,322.9,2705.2,1656,177.8,521,519.6,553.3,431.5,556.6,311.2,832.3,1998.6,1410.7,2474.4,1890.7,829.7,565.4,12.453
231257,238504,992.917,227143,160493,185.3,730,119.2,489.1,149.4,338.9,744.5,612.1,426.6,391.6,2277.8,1716.3,303.3,481.8,391.2,553.3,85.5,262.4,288.3,529.1,1956.2,1601.5,2716.5,2105.1,271,493,12.4544
355760,262408,1388.29,242470,151889,164.8,1048.2,-7.3,997.7,288.4,464.3,945.1,787,-76.2,377.9,2851.1,2026.7,511.3,526.6,394.8,488.2,284.2,437.9,265.5,440.7,2463.9,1823,3132.2,2204.6,748.1,518.4,12.4566
302064,247395,1250.3,255983,153529,222.6,1325.4,158.4,953.7,233.4,337.4,777.4,610.6,106.3,395.8,2519,1863.2,514.7,397.8,326,438.1,236.4,345.5,373,637.6,1825.5,1517.7,2464.3,1935.6,654.3,387.6,12.4591
313222,250052,1282.71,288798,186735,412.5,929.7,363.8,970.1,117.3,455.9,638.7,491.9,217.5,369.4,3140.3,2114.5,207.2,379.8,928.3,760.8,456.7,350.6,298.1,594.1,2729.5,2011.2,3437.6,2105.2,567.4,449.4,12.4672
262460,282716,950.646,443107,279480,765.8,1092.3,183.8,1082.3,1114.1,768.6,3230.7,1973.4,897.7,694.5,10501.7,6879.9,970.2,579.1,1000.2,755.4,537.3,402.9,638,755.4,7187.2,4495.2,16202.8,9581.7,3956.4,2606.4,12.4745
360216,283055,1303.18,461181,297334,745,1100.2,-23.9,1000.8,1207.9,876.6,3380.5,2233.2,1382.5,987.8,8700.2,5889.7,1382.3,756.9,1105.7,758.6,1199.2,754.3,711.2,858.2,6864.1,4556.6,14823.9,9119.4,3718.8,2479.2,12.478
450104,312674,1474.09,305502,202714,504.5,884.6,35.3,1118.2,1111.1,753.1,1862.9,1621.4,754,607.7,4789.4,3597.1,716.9,499,794.2,518.3,665.6,495.7,533.1,614.7,3979.1,2700,7494.1,5130.6,1889.5,1450.2,12.4806
437512,280919,1594.85,407007,245630,596,1164.2,-189.9,688.8,77.4,340.6,1006.5,953.2,388.5,531.8,3796.7,2913.7,1179.3,588.9,1152.7,814.6,459.2,530.3,622.7,666.2,3235.6,2420.6,4189.9,2791.4,697.3,567.2,12.5372
318598,295011,1105.88,332032,196176,271.7,702.8,31.2,884.9,301.5,402.4,1365.5,741.2,519.4,408.5,3847.7,2710.3,566.1,537.8,543.2,461.9,472,332.3,412.7,604.5,3203.8,2126,3413.7,2093.9,772,603,12.5455
316248,260773,1241.86,260978,161913,514.8,1124,-156.1,819.5,124.5,301.4,995.4,747.2,561.2,410.3,3158.5,2538.9,345.6,251.8,256.6,382.6,362.4,451.2,488.7,482.2,2650.3,2038.9,3240.1,2180.8,1056.4,642.1,12.5498
329902,277190,1218.75,298909,188573,181,1090.1,245.5,681.5,-95.1,307.9,1116.7,882.8,227.2,291.2,3217.8,2376.9,786.5,571.2,511,346.6,555,392.5,446.4,624.3,2635.5,2087.7,2831.1,1933.9,604.9,644.1,12.55
347084,280876,1265.4,313476,174001,-18.2,896.5,-426.9,724.8,-51.4,374.4,1080.1,720,349,577,3679.7,2457.2,-20.3,283,434.7,714.2,340.9,525.1,534.3,722,3045.8,1972.3,3941.5,2581.6,935,740.1,12.5657
211164,242408,892.016,333547,206460,609.9,1267.8,130,1006.9,416.6,500.4,752.9,558.5,85.1,396.1,3057.2,2094.5,701,378.1,771.7,505.4,349.1,271,229.4,453.7,2146.1,1560.6,2761.1,1709,519.9,542.4,12.569
417033,274114,1557.91,331823,180874,-166.9,1140.4,-114.9,824.8,90.6,330.1,1140.4,762.6,579.3,464.4,3973,2664.5,630.4,521.7,754.1,669.7,953.7,794.5,719.6,726.6,3719.6,2624.5,4275.6,2725.9,1215.2,945.9,12.5707
174024,222227,801.894,357713,228497,191.1,1277.4,-40.1,1249.7,334.9,401.4,1042.9,738.6,483.8,443.8,3689.5,2399.2,303.2,445.8,608.5,670.1,692.4,601.5,408.5,413.6,2304,1549.7,3298.3,2191.6,1183.3,795.6,12.5816
299185,282540,1084.34,232045,151775,208.5,737.7,-44.7,898.1,248.3,487.9,856.2,739.9,216.5,321.4,2792.3,2050.5,255.2,531.8,-174.7,440.8,267.2,334.6,740.6,602.1,2936,1963.2,3188.1,2177.2,750.9,649.4,12.5908
331427,265443,1278.56,318523,189063,276.9,1357.1,119.6,949.2,109.1,460.1,645.6,557,602.5,385.1,2753.5,2094,774.5,546.6,742.2,451.7,572.9,526.1,647.9,640.8,2648.2,1825.1,4101.7,2621.9,1130.2,924.1,12.595
211242,258231,837.691,426703,263230,82,1028.2,149.6,1240.8,126.4,468.6,979.5,681.2,626.5,307.8,4276.7,3145.7,116.8,372.9,545.2,502.6,-148.8,218.3,128.2,378.2,2953.6,2244.6,4648.4,3487.4,1121.3,951.2,12.6091
278584,250520,1138.71,221130,155017,-1.7,816.2,-37.8,893.7,30.9,304.3,611.1,555,362.8,409.9,2005.6,1674.7,401.8,438.6,458.3,408.2,-148.3,141.9,648.5,392.7,2352.9,1519,2405.2,2012.6,607.1,646.4,12.6136
411568,286995,1468.49,313849,184993,280.1,853.4,-233.6,945.7,330.9,521.4,1407.9,986.6,181.8,435.8,4389.5,3143.2,694.7,461.8,1262,822.1,845.9,873.5,783,629.6,3661.5,2693.7,4206.8,2959.6,1078.3,691.6,12.6159
303659,204555,1520.13,178605,124199,-278.1,669.1,157.1,1389.2,83.1,284.1,444.1,557,124,425.1,1847.5,1542,252,370.6,444.2,411.7,334.9,430.1,377.4,400.8,1974.7,1297.1,2305.2,1869.9,331.2,356.1,12.6302
229366,201836,1163.69,207309,138832,403.8,988.3,-384.2,794.3,378.1,456.6,727.2,493.4,207.2,414.5,3183.2,2503.9,275.2,307.1,395.2,347.4,-7.2,450.9,545.5,539.4,2538.2,1847.2,3138.8,2277.7,655.9,710.4,12.6316
421881,269944,1600.35,332853,196713,798.8,1073.2,17.6,1084.6,186.7,500.3,1543.1,1075.7,832.8,521.8,5748.9,3759.7,1057.4,625.1,927.3,565.2,647.6,511.6,796.6,678.9,4601.9,2922.5,5920.7,3246.3,1715.7,1042.1,12.6383
299328,269859,1135.83,328554,205072,437.2,958.8,45.2,948.9,400,506.4,812.5,637.2,199.9,280.5,3414.2,2158.3,632.6,481.8,513.2,397.9,565.5,436.3,483.2,492.5,2728.8,1918,4229.2,2461.9,1104.5,675,12.6385
255892,226702,1155.88,219518,145853,526,1026.1,51,937.5,-211.6,403.9,489.2,498.8,-48.3,299.2,1645.3,1184.9,154,555.2,844.5,714.6,187,376.5,381.9,432.3,1797,1575.7,2197.1,1597.9,377.4,468.1,12.6391
381112,274636,1421.02,265062,147105,-393.2,568.5,-85.4,804.8,196.1,430.4,869.6,704,108.5,385,2637.2,1897.2,56.2,355,304.2,362.2,279.4,485.1,405.8,538,2612.3,1932.3,2937,1837.6,624,588.1,12.6393
261947,245200,1093.94,208893,138972,601.4,939.8,-82,670.9,171.1,412.4,669.9,646.5,411.1,380.1,1670.7,1334.5,296,322.1,371.7,417.4,40.6,271,426.4,589.7,2477.6,1808.6,2854.6,2029,396.9,534.4,12.6401
309742,222536,1425.33,206860,144635,327.7,998.8,-410.9,1175.3,-70.9,319.9,317.6,442.5,201.8,282.6,1591.8,1277.7,232.1,422.3,365.2,393,652.7,455.9,547.6,556.7,1792.2,1466.2,2244,1812.2,501.1,496.9,12.6469
329358,250349,1347.19,298342,193280,223.3,814.5,-75.9,864.5,380.8,491.9,1935.3,1527.4,805.8,535.4,5060.8,4162.6,705,480.5,1152.1,984.5,1422.5,1017.9,748.2,732.3,3476.5,2425.7,5793.5,4294.5,1529.9,1064.8,12.6521
311257,233247,1366.52,244880,156404,60,1154.4,-397.9,1052.3,209.4,525.9,443.2,486.7,519,287.7,2989.3,2370.7,156.4,519.7,664.3,626.7,453.7,318.8,578.5,593.4,2593.7,2016.1,3819.7,2699.4,724.1,774.4,12.6534
305030,263565,1185.12,283220,168990,-206.5,976.4,265.3,1104.9,303.5,447.1,392.6,511.5,114.9,384.1,1947.7,1480.2,75.9,338.6,236.2,291.9,161.8,286.3,617.2,500.4,2291.4,1555.1,2993.2,2044.8,716.6,569.9,12.6545
307712,237464,1326.97,372408,236398,111.7,1088.7,-79.9,734.6,-73.4,273.5,1010.8,713.1,311.9,294.9,4408.3,3326.8,1026.2,663.5,586.5,470.6,810.6,602.9,394.9,639.7,3160.5,2248.8,4080.5,2676.4,975.3,683.7,12.6655
179130,233271,786.354,208733,156630,-47,1082.3,145.6,772.8,195.5,329.4,845.4,534.1,134.1,261.8,1709.4,1357.3,557.6,633.6,401.2,574.1,349.3,382.1,340.5,557.1,1814.9,1553.6,2261.4,1678.2,699,626.9,12.6657
175064,208378,860.301,207038,138462,399.4,1197,-241.9,853.9,662.3,495.5,1332.1,1069.7,373.8,570.9,4614.4,3445.7,466.2,360.3,664.8,740.2,615.1,766.8,495.7,549.9,3801.1,2645.8,7000,4638.2,2010.6,1623.3,12.6661
320712,236191,1390.48,191379,121865,153.6,868.6,17.6,783.3,-100.4,333,518.2,500.2,-222.6,187.6,2883.3,1962.8,563.7,396,369.8,320.8,517.7,790.2,679.4,715.4,2119.4,1601.5,2770.1,1831.8,544.6,523.9,12.6677
212269,225817,962.569,222613,140489,101.1,509.8,366.1,933.9,188.4,443.2,376.2,606.6,-89.1,303.1,1770.4,1496.8,374,411.7,557.5,494.1,465.4,643.5,116.7,490.3,2175.9,1715.4,2598.2,1883.1,335.8,431.8,12.6679
472267,325717,1484.75,382269,243365,529.4,871.6,400.1,1010.7,498.4,531.1,1002.2,836.9,430.4,370.1,5340.9,4069.3,699.6,955.7,584,531.8,372.6,472.1,863.4,741.4,4693.6,3028.6,6164.5,4192.5,1615.2,1146.8,12.6704
309035,264319,1197.27,272139,173148,633.4,787.9,190,1206.4,143.3,383.3,1172.5,707.9,460,421.1,2373.1,1839.5,-86.3,347.4,172.1,603.9,240.5,332.6,207.9,461.9,2478.1,1625.1,4327.9,2699.4,944.5,743.6,12.6712
333404,254048,1343.9,258495,176445,335.5,1007,481,1112.6,414.1,427.1,474.8,468.4,197,266.4,3852.3,2742.8,567.1,447,414.4,539.1,480.8,485.5,524.7,594.2,2252.8,1907.7,3431.8,2293.2,707.7,643.5,12.6713
327718,221330,1516.22,172665,123891,104.2,882.8,-69.7,609.1,271,394.8,269.6,371.1,65.9,270.6,1310.6,964,329.5,350.8,12.6,252,124.7,389.2,417.7,471.1,1756.5,1397.8,1782.4,1607.3,181.6,485.2,12.6716
400991,290320,1414.39,274028,180512,383.2,1032.1,273.9,1620,324.4,559.9,1534.9,1187.8,506,630.8,3120.6,2593.8,828,765,1559.4,1273.6,671.4,920.5,499.1,608.3,2577.6,2083.1,3820.4,3030.5,1245.5,877.2,12.6723
112151,213124,538.859,217983,124132,-245.7,1021.9,231.9,744.8,25.6,284.5,337.7,347.8,-24.9,258.2,628.1,668.8,-542.1,240.8,46.2,336.4,42.3,430.3,-89,271.1,805,773.5,744.1,895.7,551.1,431.7,12.6733
491054,310010,1622.02,353787,192269,463.7,1395.2,-120.9,1019.1,85,324.3,880.9,621.2,371.1,405.3,4423.7,3145.4,804.9,742.5,1364.3,819.8,1090.7,635.9,833.3,690.3,3865.8,2464.5,4322.9,2858.4,1133,755.8,12.6743
127360,198466,657.125,225893,153842,121.6,702.4,258.5,757,325.2,442.4,773.2,827,360.4,358.5,2487.7,1804.2,606.3,652.4,467.2,480,860.6,646.3,368.3,652.5,1962.7,1403.3,2866.2,2011.1,639.3,652.3,12.6765
222400,222216,1024.85,230764,127513,-322.5,1150.4,-317,1098.5,-13.9,214.4,807.7,614.2,160.1,245.3,1563.7,1370.1,313,360.9,366.9,465.7,57,413.8,370.9,574.3,1750.2,1479.1,2345.2,1833.7,495.5,480.7,12.6769
327362,254748,1315.9,247084,150062,-149.1,1056,218.8,702,124.8,386.4,1319.7,1322.1,355.2,589.6,4760.4,3509.5,763.9,623.7,989.2,683.6,877.7,618,754.8,777.7,3142.9,2114.4,4053.5,2840.8,1071.7,851.2,12.6771
333333,262349,1301.09,321752,191274,299.3,973.9,-0.9,950.3,-86.9,285.6,1216.3,932.8,653.7,429.1,4248.3,2901.2,584.3,612.7,586.6,490.9,137.5,562.9,686.6,635.3,3871.1,2969.3,5593.3,3399.6,1097.2,889.7,12.6795
107886,218114,506.505,334025,201694,85.3,1037.3,-174.8,1016.8,89.4,377,503.8,553.9,165.8,266.9,2847.5,1845,386.2,404.8,271.4,494.5,706.5,607.9,477.1,715.3,2374.8,1759.3,3645.2,2354.1,649.1,398.8,12.6802
433680,281377,1578.27,379183,233637,344.5,1331.9,-343.3,801.2,492,670,1239.6,1105.5,856.6,645.4,4281.6,3174.7,508.2,550,815.2,742.1,298.4,390.6,983.5,728.6,3699.5,2746.3,5210,3046.2,1167.8,795.9,12.6824
111039,230364,493.59,321070,194802,463.7,962.7,66.1,1428.5,902,615.4,2143.4,1358.2,779.7,679.9,9288.9,5929.9,114.8,416.6,874.2,544.7,309.2,302.6,171.7,669.5,6274.7,3682.5,16235,8806,3752,2243.8,12.6829
230832,274279,861.816,261837,161979,-107,949.1,-143.2,1161.8,270.8,416.5,626.4,618.2,85.5,278.2,2948.5,2177.5,590.1,524,331.9,490.6,333.6,487.8,576.9,536.5,2601,1678.7,2873.3,2159.4,555.8,498.4,12.6858
323192,254031,1302.82,296291,186856,230.1,1091.5,-418.1,548.6,355,528,1164.9,1072,682.1,466.9,3876.7,3032,1227.8,825,577.1,545.3,264.5,380.6,651.2,888.3,3213.6,2258.7,3896.4,2826.7,1157.7,821.4,12.6863
332098,236521,1437.8,244534,153723,356.5,991.7,251.7,1131.2,433.3,372.6,696.1,877.8,195.8,337.2,3036.3,2385.9,199,425.8,485.7,521.4,25.3,395.8,345,695.1,2467.4,1892,3641.9,2483.6,884.4,724,12.6873
294757,251071,1202.21,360183,223309,519.6,1186.4,120.3,992.1,65.4,566.3,1005.4,842,233.4,355.6,3966.6,2836.7,708.9,599.7,842.5,651.2,488.6,631.5,670.4,645.2,3934.8,2562.6,4625.1,2846.2,1365.8,782.7,12.6879
280811,250750,1146.79,292275,157717,679.5,841.5,243.1,1099.1,457.8,676.5,1126.4,945.2,396.1,577.9,3682.6,2655.4,482.8,464.9,578.9,605.7,578.2,499.4,694,639.1,3602.8,2290,4253.9,2920.6,1313.9,872.3,12.6913
316776,228562,1419.23,252062,166372,-76,919.6,59.8,675.5,297.8,398,1033.7,731.7,136.2,307.4,3044.4,2143,248.7,435.9,393.2,328.2,793.3,585.5,644.6,536.3,2433.8,1771.2,2988.6,1834.3,1257.8,671.1,12.6991
319745,273985,1195.03,323626,199684,-112.7,732.3,12,956.8,466.4,592.9,1077.8,796.1,506.3,438.2,4664.1,2706.8,684.5,574.5,934.3,767.3,590.2,734.9,695.3,710.7,3257.6,2276.4,5249.4,2892.3,1103.5,874.2,12.7027
338567,267346,1296.8,354569,210737,487.2,1054.6,-250.8,853.2,190.6,427,1044.8,716.8,389.9,414,4109.9,2847.9,933.4,629.3,983.4,566.8,701.9,693.6,640.2,693.1,3804.1,2534.5,4433.9,3270.6,880.2,582.6,12.7041
364168,322263,1157.18,418216,242374,360.4,1444.9,89.8,861.5,376.1,513.9,1751.1,1155.8,578.3,503.7,6497.6,4702.6,1092.5,756.9,751.4,645.1,389.3,551.3,1071.5,730.5,5201.4,3226.4,7883.5,4607.9,1631,1389.2,12.707
412966,265099,1595.18,282277,177508,-148,860.4,247.5,876.9,235.1,475.6,730.7,633.9,354,406.3,3144.2,2449.8,405.2,463.3,469,475.8,291.7,591.3,539,536.3,2826.6,1934.1,3682.5,2656.6,975.8,714.9,12.7207
253707,279575,929.275,294262,197271,498.8,1002.6,125,1557.6,247.7,339.4,1222.1,747.2,307.1,413.3,2937.6,2015.4,366.2,461,767.6,548.8,211.1,590.2,459.2,639.6,2435.8,1717.7,3311.7,2347.3,787.9,643.6,12.7216
437770,308369,1453.71,327537,201995,-80,1183.7,-112.8,1139.2,173.3,468.6,1131.1,773.8,426.8,425.2,4350.3,3201.9,156.5,417.8,576.7,425.4,59.3,323.8,708,743.1,3777.4,2548,4338.4,2915.6,958.4,844,12.7337
301065,277632,1110.46,205748,144581,228.9,846.1,-211.9,516.6,520.2,550.7,2282.7,1580.2,645.5,527.4,4636.7,3560.8,537.8,485.6,765.4,687.7,795.8,567.3,366.9,609.2,4083.7,2760.3,8790,5878.2,2060.7,1489,12.7397
301572,243612,1267.65,213893,140132,75.6,1016.5,419.6,1152.3,174.7,483.2,770.5,437.6,370.4,373.4,2851.3,2155.5,435.1,338.6,325.1,491.1,752.1,469.9,429.4,677.3,2320.9,1928.8,3086.2,2012.2,754.7,609.1,12.7434
329600,225313,1497.97,237316,166868,-215.1,1250,242.3,1096.2,206,500.6,543.9,685.1,331.6,374,2758.4,2322.3,542.9,820.4,345.9,506.6,403.1,516.1,720.6,608.8,2159.8,1549.6,3305.3,2409.4,886.5,593.1,12.7487
316511,244570,1325.22,224770,139356,181.5,823.6,144.8,1227.5,353.8,414,535.2,523.7,144.7,323.4,2642.9,1975,537.7,499.9,384.7,400.2,420.8,385.5,533.1,544.3,2260.8,1563.2,2426.1,1738.3,930.3,655.1,12.7495
157058,218305,736.711,302613,207379,-463.5,1105.6,361.6,1275.8,203.1,407,568.5,449,228.6,282.8,1598.6,1070.7,84.5,342.3,621.7,661.4,268.6,506,484.5,656.1,970.8,809.3,1326.8,809.7,392.6,361.2,12.7508
265833,205258,1326.21,185492,136801,347.7,849.8,-273.9,686.3,-123.6,458,425.7,449.2,395.6,256.4,1982,1589.6,671,558.9,913.5,459.8,168.3,481.3,510.9,508.2,1615.1,1487.2,1885.7,1569.7,396.2,685.2,12.7522
297222,225937,1347.08,235704,151780,148.3,948.3,353,764.8,291.9,536.9,913.3,708.1,173.3,286.2,3105.1,2506.8,180.5,438.5,412.3,567.3,284.7,406.9,715.8,518.7,2887.6,1884.4,3612.9,2444.3,760.5,714.2,12.7533
300707,213498,1442.29,221407,145273,352.2,1022.6,234.7,853.2,-48.9,347,379.3,412.8,287.9,246,3428.9,2279.9,672.9,717.3,635.4,478.8,589.4,589.6,539.2,653.1,2348.6,1678.5,2934.9,2118.6,552.2,358.6,12.7579
349521,245034,1460.66,235908,153430,-183.1,1253.2,25.7,1049.1,124.1,502.2,1105,904.3,541.7,598.7,3857.3,3024,-112.5,273.3,208.7,572.6,230.2,381.8,813.4,558.9,2837.3,2003.2,3102.7,2258,718.5,921.9,12.7602
395301,263499,1536.22,314195,196491,262.1,1117.8,14.4,1342.7,102.7,440.4,775.6,512.1,91,356.9,2700.1,2288.7,441.2,465.3,863.4,676.9,369.2,348.3,436.7,537.9,2253.4,1894.2,2890.9,2172.4,550.5,596,12.7612
267467,250512,1093.34,243494,152157,283.8,1106.6,449.8,913.2,377.1,454.7,493.7,667.5,-86.6,246.1,2965.9,2254,378.8,671.8,220.4,377,557.1,604.9,541.5,867.3,2992.4,2185.5,3352.2,2431.5,656,675.9,12.7617
478138,307540,1592.05,330578,194000,613.3,1446.4,83.3,952.7,201.2,593.1,871.7,615.9,12.6,224.1,4139.6,2952.8,508,406.7,666.3,601.2,576.2,411.5,784,676.6,3626.8,2376.1,4413.4,3031.7,1368.7,1067,12.7637
336098,253623,1357.03,255130,157796,100.9,1011.5,-418.3,1119.3,78.1,273.9,630.6,568.4,482.5,331,1875.2,1317.2,118.3,370.2,535.5,551.7,78.6,467.3,399,691.3,2103.1,1684.9,2901.3,2266,742.9,770.7,12.7643
328626,265412,1267.91,252970,169970,206.3,1071.3,96.4,908.6,55,491.9,646.8,445.1,400.5,298,2930.1,1839.5,1017.2,799.8,468.1,440.8,351.9,354,533.2,575.2,3391.7,2250.7,4024.8,2663.1,572,709.8,12.7649
311451,226673,1406.99,361771,234368,-129.9,1429.9,9.4,884.1,224.2,392.4,753.2,596.3,231.2,296,3081.8,2107.6,352.3,378.8,480.6,665.9,649.8,557.2,622.5,761.5,3475.4,2559.8,3139.6,2306.6,630.7,528.7,12.7656
187935,225786,852.341,211869,145556,543.8,877.7,87.9,931.1,481.8,417.5,1087.3,891.8,387.2,581.6,2112.6,1683.1,477.7,394.3,607,441.9,258.4,344.5,327.6,516.6,1882,1543.7,4090.4,2989.6,796.7,573.8,12.7676
250894,218074,1178.12,256955,176006,142.2,845.9,-291.5,555.9,-188.4,200.2,417.5,410.5,300.2,285,2405.6,1842.8,560.3,483.8,543.9,426.8,532.4,501.8,615.4,540.1,2618.2,2070.4,3077,2386.3,779.4,703.7,12.769
375730,245272,1568.65,364591,217777,186.5,843.4,170.8,1134.1,214.7,337.3,1302.3,753.7,430.3,403.3,4399,2933,441.3,576.6,960.7,588.6,787.2,551.7,955.3,789.6,4494.2,2809.9,4945.8,2930.4,968.2,757.9,12.7698
208281,207734,1026.72,225786,149570,-24.5,1048.2,-209.4,680.9,342,471,776.8,671,413.4,501,3064.9,2159.6,365.7,489.3,282.2,443.8,463.3,442.9,377.9,480.1,2350.6,1840.6,2854.5,2381.6,478,523.9,12.7711
401444,289414,1420.41,332383,222066,477.2,1404.4,212.7,1122.9,381.1,420,1195.5,842,393.5,359.3,4221.9,3042.4,688,596.6,639.5,798,750.9,621.6,646.3,634.2,3873.4,2668.2,4730.8,3289.1,1679.4,1115.2,12.7717
223462,247075,926.149,247688,168615,217.4,762.9,-97.3,887.6,16.3,464,541.7,697.8,412.3,361.2,2614.5,1971.3,505.3,517.6,551.5,534.9,501.7,513.8,577.6,696.6,2351.9,1881.9,2440.6,2051.5,651.1,612.9,12.7729
307093,264596,1188.48,295213,186052,604.1,902.1,-62.2,798.2,8.8,416,576.2,670.9,69.1,294.5,3368.1,2159,352.5,444,435.8,478.6,587.7,768.7,812.9,768.1,2929.9,2179.3,3452.4,2372.3,890.1,817.8,12.775
334365,247724,1382.16,248202,170580,380.7,1248.4,315.7,1206,277.6,567.2,708.4,604.2,350.9,313.3,2677.9,1690.9,462.3,624.2,313.6,470,894,494.1,373,553.6,2619.8,2015.1,3226.7,2465.7,590.8,473.1,12.7752
313775,241429,1330.87,237400,153265,284.5,879.7,90,1159.4,490.7,495.3,1008.7,603.1,299.1,385.2,2788.3,2040.6,763.6,537.1,861.6,640.6,61.3,338.1,532.2,682.8,2399.8,2038.7,2715.7,2163.1,710.6,737.5,12.7754
308089,257451,1225.42,281619,196208,203.4,1219.8,26.3,835.5,719.3,742.3,2587.2,2043.3,1129.6,903.3,7677.9,5350.5,326.7,521.1,678.3,750.5,711.2,762.5,512.6,543.4,6252.3,3980,13245.7,8539.8,3510.9,2248,12.7769
248858,249272,1022.33,225274,146950,619.9,1254.7,-271.2,1155.5,191.3,413.3,877.7,696.3,241.1,258.8,2911.4,2040.3,467.2,380.7,472.4,471.4,354.3,365.3,408,499.5,2088.1,1657.9,3099.2,2192.8,588.3,429.1,12.7776
270391,240768,1150.02,217569,149828,151.9,1021.7,-279.4,932.9,4.3,435.1,430.2,410.9,104.7,329.3,1574.8,1477.1,141.3,459.7,502.1,395.2,365.4,489.2,463.6,449.7,1899.7,1739,2423.1,2036,506.8,403.7,12.779
372969,288307,1324.71,425533,258729,386.2,1097.7,51.2,901.5,168.3,466.4,1533,1185.3,772.7,505.9,5225.7,3333.1,442.8,592.9,665.4,522.2,850.2,669.8,865.8,636.1,4075.5,2444.4,5431.1,2835.1,1158.4,784.1,12.7797
276433,241490,1172.18,206968,126943,167.8,897.6,-177.9,634.6,247.9,423.9,520.7,490.3,332.1,574.4,2576.2,1819.6,426.3,446.9,325,346.5,146.6,264.2,353.5,734.3,2644,1810.8,2886.9,2365,832.2,729.5,12.7813
195580,200681,997.974,179250,130087,626.8,885.1,140.7,917.5,314.6,438.6,649.7,749.2,224.9,331.9,1236.6,1037.5,659.2,562.3,258.1,483.1,162.3,288.5,186.4,408.7,1523.9,1403.9,1400.1,1189.3,338.1,359.8,12.7815
221860,227759,997.504,213036,137066,-19.1,858.6,-88.7,816.5,72.2,356.6,297.3,358.6,191.3,351.7,2232.2,1885.6,486.6,633,572.1,444.7,298.5,392.9,296.4,600.1,1943,1315.2,2579.3,1663.8,538.4,479.1,12.7829
310491,283044,1123.31,306575,176144,215.8,675.7,-232.7,1231.6,283.3,393.5,1373.4,876.4,557.5,328.2,4241.4,2853.7,924.8,714.7,797.1,767.9,175.7,422.5,759.1,695.6,3653.2,2263,4106.9,2896.7,981.6,793,12.7839
216669,232154,955.706,229355,152048,255.6,1236.1,179.4,953.9,444.1,580.2,420.1,328.3,297.3,284.1,1957.5,1395.4,365.8,439.7,555.1,429.3,119.6,360,561.6,639.2,1895.3,1481.4,2325.7,1657.2,623.8,501,12.786
413630,275615,1536.81,333920,193571,89.2,753.6,-124.3,698.7,186.9,539.4,1254.9,949.9,524.7,416.9,3165.9,1942.3,790.8,641.8,557.5,467.2,859.9,636.5,465.5,781.1,3566.7,2417,4694.4,2951.2,1226.4,873,12.788
248297,228865,1110.95,201088,137699,154,835,85.4,979.7,363.9,454.4,1287.4,883.6,330,320.1,3695.6,2628.2,158.6,482.3,665,552.4,296.1,544.5,184.9,543.9,3021.7,2308.2,6738.6,4277.2,1475.8,1228.8,12.7908
333618,256210,1333.39,388065,235309,435.5,1199.4,225.3,942.9,168.6,453.6,734.5,632.8,150.8,368.3,2767.1,1892.4,35.8,430.4,255.2,466.6,267.7,354,670,669.7,2935.2,1975.6,3378.5,2259,681.4,513.7,12.7919
359470,231328,1591.23,243918,152130,210.5,1374.6,510.3,1092.1,313.1,486,204.8,567.3,191,260.5,2945.2,2204.5,629.8,450,642.7,448.6,494.8,412.7,268.7,426.1,2476.1,1919.2,2911.4,2265.3,641.2,484,12.793
385472,251804,1567.6,221503,141168,579.7,1005.7,306,986.3,182,470.5,887.1,530.6,492.8,351.2,2212.1,1387.7,338.6,632.9,415.3,402,177.3,502.7,433.9,668.1,2307.9,1705.3,2861.6,2025.2,736.2,459,12.7934
114518,214853,545.809,180399,139448,239.6,1052.9,-274.9,1431.2,66.5,353.2,452.9,513.5,278.8,457.9,1303.3,1134.5,173,439.4,351.1,407.1,1.6,226.6,85.1,590.3,1472.3,1166.3,2080.8,1627.4,323.8,297.6,12.7942
