"FSC-A","FSC-H","FSC-Width","SSC-A","SSC-H","mCherry-A"
220818,259838,870.244,201098,140379,1047.84
161390,168109,983.099,224796,164810,508.14
216484,139866,1584.97,272143,133241,61.6748
507244,299660,1733.38,361202,200946,2816.29
260230,285310,934.006,376236,221818,1136.72
292596,278595,1075.47,358928,234389,741.01
285770,242113,1208.65,259085,172329,1029.68
267742,253774,1080.38,329737,197173,376.602
337417,347468,994.389,248364,163411,567.221
378392,332820,1164.23,353988,229058,2249.22
409096,334943,1250.73,360394,190824,1281.71
350808,274140,1310.4,468131,255133,1067.59
217509,216597,1028.33,174339,126481,1481.76
418701,276927,1548.28,489804,289329,2222.12
177017,216358,837.822,248816,164990,810.031
439746,300327,1499.4,331954,187485,1183.26
189686,252570,769.054,298952,193681,293.498
272827,283929,983.964,333698,211498,1360.03
228787,253708,923.43,338837,196585,914.837
278754,207442,1376.03,187688,129646,1104.38
323837,245243,1352.18,484907,279260,806.306
244000,274911,908.881,279545,168520,860.49
215291,270406,815.299,383014,231515,564.591
424900,312430,1392.65,517477,287341,1568.45
198102,243985,831.431,187190,131934,-66.3537
217814,297942,748.619,392805,226874,792.591
252538,228165,1133.41,178041,118814,450.242
217812,262916,848.341,260231,178700,1179
278778,247551,1153.2,337875,231377,1967.61
270017,232737,1188.03,368270,230288,2255.96
222780,231087,987.22,258714,173922,1690.07
205937,235110,896.96,216390,148743,742.769
326250,253322,1318.81,274041,174215,458.497
165543,191323,886.031,233026,163424,370.503
426273,298003,1464.78,393196,235786,2269.24
291215,282199,1056.74,313452,197100,994.65
224065,213518,1074.61,198551,146164,674.842
261762,339407,789.756,389776,262153,981.307
318208,230792,1411.85,229644,156715,1838.52
306310,281667,1113.6,354692,211009,604.01
264687,225394,1202.52,288710,177967,3441.75
204453,233111,898.137,279807,186776,117.804
239731,230378,1065.58,205677,150477,570.104
291595,289665,1030.82,390856,217992,1273.24
296280,308691,982.838,408175,255982,1436.05
366260,244493,1534.02,340802,201744,2473.28
359957,223394,1649.99,217276,134046,1193.96
285250,239446,1219.91,359191,214251,2641.9
192491,225317,874.833,222041,144826,91.582
369630,251934,1502.41,291450,204145,1436.27
193648,207827,954.149,223338,156474,864.653
179248,223140,822.588,204811,142766,318.957
213339,236696,922.952,222773,155926,1662.53
198346,223074,910.497,262666,178689,853.1
294165,221203,1361.78,263621,158911,9409.74
212772,247292,881.07,245754,148455,537.023
278770,251979,1132.88,233660,159022,1195.4
164797,172822,976.481,264963,156248,1722.62
236246,233281,1037.02,232584,153059,748.938
422357,295529,1463.46,285566,183082,2201.41
465509,285742,1668.26,332829,182538,784.702
346213,294855,1202.39,450282,251541,4868.84
226915,286378,811.384,292328,201850,1429.33
198257,188857,1074.97,290104,188557,653.037
258485,230095,1150.38,226419,143705,882.349
274944,218887,1286.29,302152,172713,641.612
437058,313398,1428.08,300303,182759,566.934
206964,196998,1075.83,167454,112095,1199.82
391515,287877,1392.67,422317,243718,1019.71
242657,227998,1089.86,216495,140423,1061.74
377307,246732,1565.94,406789,251356,1115.76
159839,178114,918.942,210616,147094,718.946
286717,236709,1240.36,328042,206336,362.491
252130,205157,1258.48,322783,195191,789.33
235566,247232,975.681,272516,175963,716.773
505703,368589,1404.94,465287,269040,2555.64
442812,308677,1469,340260,206665,1106.89
363792,280766,1326.83,463381,257191,3053.28
239745,247967,990.07,231831,160265,1509.76
227962,210170,1110.7,203858,152211,858.993
473767,268979,1803.64,506683,269410,906.673
274922,270614,1040.32,243817,160767,1231.48
233039,235256,1014.38,158120,96268.7,121.712
203371,242184,859.889,278718,186509,655.402
338564,218297,1588.16,232289,142309,625.866
243594,212965,1171.3,252366,172822,589.201
281692,217918,1323.71,380309,222463,2022.5
399064,245614,1663.79,353134,255335,1308.58
214894,207091,1062.59,249050,169557,827.539
287515,264377,1113.62,489905,288124,2116.05
279206,226188,1264.05,262914,196338,759.759
278002,260873,1091.24,264313,148406,517.84
240943,292588,843.264,382291,233652,814.668
375847,262373,1466.9,250212,133648,2448.98
297254,293069,1038.64,207296,132409,1476.33
219525,212592,1057.43,219281,158065,509.472
259894,202069,1317.07,320181,179231,969.763
360247,387454,952.107,223779,119705,495.051
291088,251937,1183.13,182434,118130,901.464
456366,268010,1743.68,390024,231474,3220.35
222604,199311,1143.71,347476,206672,1083.43
274362,227062,1237.34,233813,162311,1478.97
502610,306838,1677.38,416425,215386,283.284
298823,234703,1303.79,416319,260497,999.135
386348,263970,1498.74,322504,212475,3572.29
301434,247091,1249.22,410297,240610,512.187
476085,286656,1700.68,370552,216669,2423.82
223300,214957,1063.76,241533,160886,562.723
283066,203573,1423.89,366104,223302,1206.58
308693,262743,1203.11,409743,269719,1351.15
275185,227827,1236.87,197648,131517,627.092
350680,272205,1319.24,335135,211292,385.752
290054,232571,1277.11,269396,177340,2738.15
168889,207764,832.414,267107,154898,2643.12
168574,221052,780.913,210353,137428,1624.18
331095,232730,1456.81,188306,118246,2233.42
240642,226508,1087.91,166765,114105,1782.08
316555,268926,1205.39,229203,152780,450.249
354156,280968,1290.74,482940,235651,1407.58
269649,226707,1217.97,210800,120898,481.438
355630,247369,1472.16,252852,168506,1686.4
341766,279221,1253.39,300086,211729,1427.96
217692,226930,982.323,242705,162481,522.64
258289,178987,1477.71,452615,273565,2113.14
194210,214252,928.223,216848,132656,937.137
443444,261678,1735.33,323120,185429,1306.52
443020,284622,1593.91,337589,195744,914.456
412560,276972,1525.31,279023,205085,862.774
192130,245436,801.607,253814,167108,1646.89
537709,334053,1648.31,547176,309233,674.308
355924,259463,1404.73,348623,213511,1895.38
312668,238672,1341.47,398698,257741,696.098
202240,226658,913.687,357426,212250,970.752
425831,269562,1617.64,330501,180009,2572.86
194721,184840,1078.74,203034,169055,396.635
382560,254689,1538.12,489699,320706,1639.66
304168,229546,1356.89,310255,196893,757.032
375670,302371,1272.24,531553,271428,2252.67
336581,275606,1250.58,280589,207065,714.646
349801,303542,1180.07,367851,234331,7160
175693,239426,751.425,205429,132652,451.664
195167,186872,1069.49,238778,169992,335.817
392679,231998,1733.26,273506,170614,1126.26
272935,201653,1386,175029,108958,246.741
308031,245038,1287.28,242064,151735,363.397
387942,257454,1543.04,397804,219164,1522.43
371975,278560,1367.44,421558,257217,5062.41
263190,227383,1185.29,376899,187665,2980.54
199583,236062,865.777,209638,143623,3322.25
245470,210700,1193,200003,124787,1008.95
227110,272825,852.416,252852,171240,1169.09
301259,252270,1222.88,285237,193199,420.141
366738,268198,1400.26,260092,164543,1080.53
212534,221216,983.807,244944,185845,573.952
215041,244017,902.404,341200,207341,763.815
288736,242670,1218.42,263654,171743,1276.53
193598,207093,957.298,195477,127724,1408.63
221194,261234,867.057,273381,162962,814.82
227347,209083,1113.46,233305,151916,735.806
247977,252109,1007.24,403645,229693,1761.65
348600,271938,1312.68,287739,173564,1373.82
265129,268518,1011.1,330262,230228,706.727
242559,240761,1031.65,320893,215648,1048.25
197422,208486,969.681,205501,144143,541.057
220549,276178,817.747,312144,202714,1448.41
330968,289214,1171.86,366380,220746,483.445
367555,312390,1204.85,376139,213495,3056.81
346184,264642,1339.53,452049,255370,1817.87
189596,240830,806.175,353905,244490,810.373
292883,207767,1443.55,191639,127785,504.199
231604,309370,766.602,421682,259027,3086.27
541056,330100,1678.42,440895,225257,3755.64
413662,282125,1501.45,377041,196342,334.198
221975,173217,1312.24,175179,123124,772.604
530819,312528,1739.23,391158,228582,1806.44
249778,263469,970.809,264317,151028,824.754
460698,273186,1726.88,398833,253146,4368.76
294446,211899,1422.93,173919,121941,432.994
256717,186116,1412.47,281727,173402,1015.28
194886,246058,811.046,286604,192732,852.765
174876,185398,965.916,192182,129644,2772.34
189612,182245,1065.42,189466,135391,483.913
223345,180848,1264.62,274766,172107,1059.17
190606,213725,913.249,338624,227088,-25.8352
304949,232925,1340.66,279219,167218,855.509
186795,220962,865.666,171507,118601,561.268
201242,205756,1001.55,172415,117514,1238.52
198158,210713,962.989,218900,140953,733.794
404295,298311,1387.84,288055,179672,712.345
442438,320642,1412.97,451937,260770,3413.72
232347,315046,755.215,399863,275655,1086
283606,230250,1261.3,253208,182426,707.076
280255,227817,1259.7,242378,155469,1732.92
365257,324042,1154.25,350879,210995,1299.83
350327,252939,1418.28,402707,282226,745.227
166495,185325,919.981,263068,210698,190.031
211825,239310,906.413,227056,148063,955.166
351474,241860,1488.11,309694,204903,3887.86
335057,277004,1238.62,347870,214762,1596.16
224832,205329,1121.27,196314,125630,2124.28
230256,214500,1099.24,249790,165945,999.127
222912,216894,1052.44,224086,159711,638.13
412323,281226,1501.36,378012,257922,1740.5
367118,309542,1214.49,412234,258114,1613.32
327226,269383,1243.91,301780,182341,762.278
209698,298347,719.74,272547,183974,771.591
227330,234561,992.432,265568,185513,981.815
362923,305542,1216.33,426383,258711,1098.51
353111,267432,1352.07,319176,210572,986.896
245470,223652,1123.91,238910,156983,785.57
340189,225716,1543.35,270882,159879,337.279
401285,362099,1134.82,477982,226375,2099.73
269918,252666,1093.93,309290,189281,681.706
208126,229216,929.813,385628,261475,1074.93
295687,218755,1384.14,489802,285149,916.6
223876,214432,1069.1,226796,148449,453.335
216151,189141,1170.26,205569,180473,452.788
345365,340757,1037.86,375524,231081,1159.63
281055,249183,1155.01,247356,161421,281.158
197282,156204,1293.32,279781,187886,679.929
265152,310177,875.358,260050,186186,913.457
490888,305286,1646.58,329436,195894,1084.88
224439,228097,1007.58,220344,133439,1936.19
323982,320578,1034.88,522738,310371,842.43
259835,226482,1174.81,189392,126128,531.912
308464,253348,1246.79,260147,175231,3677.95
394705,302123,1337.8,365390,204799,1776.32
269017,220602,1248.74,421715,254438,629.625
366453,266922,1405.84,332705,207801,935.696
425466,305424,1426.5,312138,184427,816.453
361048,274192,1348.37,450351,274617,955.156
189886,188217,1033.09,318899,206265,373.044
346398,290546,1220.85,439303,290147,1100.06
480194,305984,1607.05,294763,181451,2126.87
397160,275842,1474.38,338852,197018,1119.32
468574,347489,1380.82,337719,216861,4172.62
339847,256736,1355.53,235869,149699,1867.4
247551,222304,1140.33,268598,189869,2825.04
429976,321056,1371.43,303480,208049,727.037
356092,294079,1239.96,294827,191111,1753.33
237400,221524,1097.4,223566,144217,3600.76
229340,297816,788.574,390624,252016,1766.95
219454,227063,989.716,254039,177263,-47.2012
261872,313134,856.38,439223,265161,1006.46
558870,349631,1636.85,365915,191637,324.512
354551,260864,1391.76,265504,161905,2141.57
393363,316442,1272.92,244298,161182,1295.99
189974,225478,862.783,298134,209559,3459.94
352978,272140,1328.19,229574,145945,1422.26
326630,336740,993.267,484886,292447,2366.99
392695,272401,1476.21,236080,148361,529.973
311177,218654,1457.34,273167,168732,277.895
368074,289898,1300.15,363940,204896,1157.29
249293,250677,1018.36,345011,179813,552.774
199716,223859,913.575,235576,167134,1540.78
292762,213876,1401.72,286797,186411,641.452
320652,266527,1231.98,267045,172352,1993.48
517700,355588,1490.86,481312,268698,1216.26
347470,278021,1279.81,259328,172772,2902.72
266272,231843,1176.08,242071,158894,934.665
272128,249490,1116.92,343775,181793,419.052
333497,266891,1279.56,558686,297616,1373.98
388230,268751,1479.28,226361,142270,1832.19
206261,217623,970.566,262000,165354,81.2395
432788,301644,1469.22,414746,257512,1605.87
207340,201255,1054.99,276364,187618,2290.71
320666,217146,1512.18,218340,135019,2075.39
362444,252647,1469.06,265923,174140,849.948
328244,280259,1199.33,480140,291671,652.515
305481,252396,1239.39,267932,170178,2714.59
274548,259274,1084.33,269664,178769,1046.03
248693,237214,1073.58,226346,143040,779.386
284474,243651,1195.58,203049,130920,614.872
225820,206071,1122.17,158584,123015,205.005
424070,259231,1675.18,346362,165531,482.644
297039,263675,1153.58,243581,155563,1557.82
322284,257044,1283.92,317571,205779,430.185
254407,218284,1193.48,459345,367580,255.935
382525,262253,1493.64,244680,154995,2389.99
307126,251847,1248.8,339620,206697,1698.32
394898,248324,1628.44,314233,140398,2775.18
326068,243597,1370.7,253186,162031,527.307
268898,208170,1322.74,195620,135344,692.741
444594,285314,1595.67,497233,259804,2502.52
241198,225235,1096.58,212646,146522,270.498
467477,316002,1514.86,350786,202432,6021.93
322920,252647,1308.85,219903,137331,1107.2
399815,295250,1386.66,272362,186402,1195.36
285512,318469,918.043,309363,203012,890.702
216487,216122,1025.73,226686,155687,174.997
236926,227940,1064.39,181414,123804,564.597
412264,311174,1356.69,306964,185228,2079.63
266849,162644,1680.11,176032,120454,164.971
303381,238212,1304.16,225709,155261,725.908
381074,247523,1576.52,319124,191763,338.439
348116,260214,1369.94,319124,194007,1532.34
195937,227419,882.255,202529,143762,1960.54
384757,267411,1473.37,453275,251121,2609.42
276954,179295,1581.81,210162,134103,485.248
544757,364267,1531.39,436187,271702,2892.94
362788,236814,1568.76,245654,149962,835.824
313770,202613,1585.82,380495,200673,1658.28
311472,217176,1468.61,243970,170965,-60.5921
200235,211900,967.645,251779,177404,496.314
474267,269223,1803.94,319663,178588,340.28
242562,229755,1081.09,319607,189026,131.242
208123,212911,1001,223152,151280,1146.69
388967,282871,1408.1,329158,246201,1313.4
229016,215860,1086.43,184615,132432,950.06
272852,234342,1192.3,373622,230667,698.976
248082,210878,1204.69,187111,134606,1053.79
297593,224725,1356.07,496669,288092,1030.49
241460,229573,1077.04,169690,120844,582.338
333086,248266,1373.86,184070,121810,993.423
448375,324545,1414.71,382259,272394,1762.14
200567,221870,925.703,273412,171080,942.049
197835,216262,936.774,261714,180251,2144.3
185481,228661,830.645,289362,176411,710.189
468132,277749,1725.93,511236,246548,4588.17
366592,282355,1329.51,426194,249300,3780.41
389419,311843,1278.75,492353,299368,1115.85
240898,262268,940.577,349033,251927,956.719
223857,263239,870.825,286721,195242,1532.78
357324,249319,1467.64,320942,205973,1875.74
498853,293697,1739.3,361627,220529,630.797
409603,267371,1568.75,308756,206617,1548.92
331200,238599,1421.46,275006,167301,951.31
279052,252355,1132.34,335495,232934,789.925
497303,360139,1414.02,408001,234777,2875.75
188353,154097,1251.64,236678,176938,87.5252
298375,236086,1294.2,204139,146294,822.814
208320,180610,1181.12,206875,143411,784.899
205787,197664,1066.08,185744,132340,267.498
290684,255930,1163.06,299104,152091,435.994
201637,222779,926.831,211440,141623,1549.3
321878,225186,1463.7,374859,136542,1850.36
395327,298410,1356.58,355088,204689,2390.58
184962,218056,868.621,335353,211787,1443.88
410040,262521,1599.42,486892,340249,2098.7
482787,341554,1447.43,370734,220384,1396.58
281980,230865,1250.72,200828,136997,1403.21
323409,235798,1404.5,334178,190839,730.858
276084,234792,1204.13,246907,161049,1921.1
275706,265023,1065.3,506703,310823,2202.01
283866,204962,1418.22,394094,317224,320.433
311492,282924,1127.41,210292,150353,825.417
253222,255709,1014.06,289481,204677,201.135
330355,264102,1280.91,215811,140545,1061.94
271179,284584,975.764,339160,222921,5227.42
366253,305070,1229.39,531160,314391,2758.04
281876,250293,1153.23,241448,170241,1457.72
478908,322703,1519.7,497249,288386,846.19
172556,192980,915.644,194881,130870,805.936
335446,258310,1329.81,496019,282839,781.64
325945,246279,1355.28,261699,170536,837.469
299788,272030,1128.51,173892,118736,117.353
518771,298320,1780.71,589072,290180,1515.73
368052,273370,1378.67,231131,142008,902.294
320880,256428,1281.4,218725,140383,510.715
324301,229779,1445.25,214157,151263,1624.8
466426,270491,1765.77,362752,197423,1411.33
235307,246706,976.69,214479,149342,398.447
248625,225970,1126.67,335578,204593,1091.71
197050,157827,1278.5,207565,169717,183.987
336254,281824,1221.77,245201,163665,967.846
362396,232073,1599.04,215480,142817,1056.05
311260,231210,1378.54,202327,138251,1430.54
384765,306834,1284.08,403215,241528,1448.33
235460,222267,1084.79,175388,132148,813.886
288962,256793,1152.28,342216,224493,547.36
392484,304752,1318.82,278990,177323,387.944
267185,233327,1172.63,194544,136794,936.816
307090,315159,997.805,334104,220541,665.401
345622,238481,1484.05,216742,148137,1096.31
237385,176822,1374.78,199091,133367,1901
487325,309230,1613.78,551771,325400,1680.09
368343,242490,1555.47,422879,275275,2351.29
321245,261480,1258.05,315998,203220,2963.26
461164,303962,1553.6,498025,293376,1077.3
415518,288684,1473.92,385623,245207,3198.53
326641,249084,1342.86,218404,147439,1451.79
352862,279458,1292.98,558468,346899,408.065
346847,225419,1575.62,425500,297775,226.318
268039,219120,1252.65,259832,154611,2204.89
320132,276483,1185.67,180807,121949,399.155
244064,230145,1085.93,196396,130889,2974.89
283792,237121,1225.55,291295,203073,2188.78
160467,213608,769.278,222739,142595,2752.29
219916,211730,1063.6,225212,146576,1930.94
213831,270526,809.411,269338,170716,585.575
440915,303816,1486.12,355285,215293,2627.38
182550,229992,812.799,270230,164409,585.016
251611,243807,1056.8,228879,161023,233.964
221827,229734,988.779,242940,165491,857.61
210030,200644,1071.92,169113,121585,902.417
339418,287013,1210.99,400967,267149,2827.45
352883,271344,1331.75,371655,232463,1503.07
239444,209966,1167.79,191599,138201,449.444
433144,280919,1578.92,326691,216026,2304.93
188406,138517,1392.85,236897,171473,-165.747
179150,165439,1108.91,199035,133469,343.775
324744,236756,1404.58,457662,292422,978.051
282410,200363,1443.34,405795,247025,832.76
340006,267279,1302.67,364028,221312,712.953
539328,323353,1707.96,495734,275202,1245.27
431170,277023,1593.83,252978,157474,1343.45
211288,190885,1133.48,162875,109977,84.2657
477932,317983,1539.12,264997,157349,1783.14
393407,314963,1279.05,507305,281582,3011.59
195696,214481,934.314,189384,126681,789.349
391257,312119,1283.66,527939,311776,1608.93
340747,272329,1281.27,300844,188394,2378.81
239509,258806,947.669,355282,223422,241.817
216833,225131,986.268,318806,204087,1063.26
395971,301587,1344.48,328892,216727,428.286
199799,248147,824.496,261718,179581,1170.98
171432,167841,1045.91,251721,154025,55.0931
160794,219650,749.622,219378,151491,603.606
253200,222882,1163.3,349009,228410,-30.3111
277427,214923,1321.82,344978,189268,2783.7
329133,277150,1216.09,370110,240116,2234
319423,236880,1380.86,276848,181397,929.954
246171,205529,1226.49,255015,162891,925.754
326229,231111,1445.49,183974,123071,254.405
194869,253464,787.296,283940,176440,797.494
299463,270840,1132.25,228897,155303,1665.8
220277,261151,863.75,324348,210975,1500.56
276658,255774,1107.63,343455,222017,1776.91
404268,263783,1569.4,225998,145141,988.004
200619,223340,919.838,253306,174548,922.778
248214,217334,1169.53,193152,131159,987.508
283636,251397,1155.34,313671,214715,1313.22
242835,230445,1079.08,203933,138249,931.207
208614,225887,945.727,231282,154413,1615.06
256877,193796,1357.34,194933,140726,391.624
235360,303118,795.114,319470,202895,1396.49
272132,221127,1260.23,248320,172970,1068.81
241316,141813,1742.55,253968,154593,112.264
364994,243687,1533.79,205197,135685,884.803
398951,324411,1259.29,426757,236094,3607.03
363816,265996,1400.59,244547,159278,1109.05
235368,192395,1252.74,178233,115729,656.349
368569,284935,1324.59,275853,178400,916.068
430635,290897,1515.9,287382,169271,450.102
390964,264754,1512.16,266447,158259,2485.23
404221,313668,1319.63,390950,236295,1047.87
238836,232634,1051.31,237506,166235,523.432
269773,255387,1081.69,385237,234367,1562.25
219231,184530,1216.58,204911,141725,84.0159
275764,279641,1009.8,341548,223497,2349.31
269748,244226,1131.02,348612,217208,1546
255867,201854,1298.04,219344,142228,1419.48
351595,232614,1547.81,245854,155687,499.831
339519,323176,1075.81,386912,231837,1028.47
297135,290319,1048.06,320865,197111,1489.35
469684,284838,1688.56,441240,273827,2985.47
366665,289804,1295.6,302069,184593,458.511
330610,252909,1338.62,394745,218429,827.541
293453,217408,1382.23,213793,139639,1060.06
219342,201015,1117.4,193665,116861,573.165
403332,311896,1324.2,231780,142913,1346.01
179605,197114,933.048,204503,130422,638.933
268407,227892,1206.07,300444,171662,987.193
219960,220357,1022.18,183258,117439,380.878
276882,231534,1224.59,193607,125906,588.218
435080,276994,1608.43,274113,172016,2301.13
291337,211467,1410.78,239151,157934,100.744
374464,285070,1345.14,426188,250035,1038.09
265168,184970,1467.99,217264,139283,1105.59
323454,292911,1130.8,327493,218640,370.601
229118,192812,1216.84,246874,155810,686.361
466351,294287,1622.75,286040,181626,963.171
318412,251295,1297.53,174031,107986,3252.74
494778,313313,1617.08,351201,213415,1282.24
490939,324515,1549.16,267964,189128,429.217
341925,236068,1483.2,252242,180210,447.726
339011,316811,1095.76,329788,225334,1196.55
249919,258641,989.47,224866,154913,404.3
328952,240127,1402.82,208650,131304,961.54
539888,311440,1775.12,538981,278932,4055.69
202248,207921,996.063,195640,139626,945.212
225521,261189,884.179,337277,204264,1752.45
292770,229323,1307.33,176509,118708,21.9099
311433,228740,1394.22,190457,136866,1280.26
370843,261748,1450.82,343946,208789,1143.56
214480,211717,1037.39,206764,138976,746.283
418129,289083,1481.12,235047,150730,1207.78
253530,266328,974.821,275460,170422,1589.95
175161,172462,1040.06,256682,168460,1706.13
429068,280690,1565.31,506160,284168,2636.46
327949,218446,1537.35,290145,194810,1154.02
236201,149376,1619.2,442263,163907,1517.63
258381,225013,1175.87,271620,193106,546.457
268830,259840,1059.42,294511,171588,1040.76
503502,320007,1611.21,487211,288074,5645.8
205404,207251,1014.88,312083,199727,1590.35
309514,237007,1337.31,322905,195559,991.532
169131,219857,787.744,220078,144661,942.978
420797,319767,1347.56,311752,208680,4009.38
283763,323616,897.918,420271,257543,1237.46
218396,279794,799.297,317668,218115,924.776
371538,271651,1400.54,303474,205566,1652.62
171046,216461,809.176,188897,141088,418.494
448131,297429,1542.87,258402,157720,1122.32
450232,298568,1544.2,320923,188614,831.841
165487,193522,875.662,193302,141480,865.572
374194,239222,1601.79,293520,185210,2001.08
279101,232136,1231.17,305543,192459,1044.56
343357,277096,1268.86,219402,137356,1129.3
308953,238567,1326.15,332960,214487,4407.74
179172,179642,1021.33,189218,125291,622.287
319282,245100,1333.94,404631,275146,473.857
263261,215572,1250.55,215113,141558,1016.54
217021,208380,1066.48,378410,248787,329.158
402864,269414,1531.25,482016,291423,1931.31
232462,225167,1057.21,195222,130264,984.865
232928,182415,1307.61,199145,139973,1078.68
381768,268864,1454.05,268212,166920,1072.46
212635,190547,1142.72,306659,204979,431.563
197210,177420,1138.24,210621,148451,602.478
294893,240563,1255.28,316799,202790,848.587
456705,330520,1414.94,289172,168823,2963.62
383012,277533,1413.2,261423,153664,561.451
316270,284699,1137.56,196022,130275,1913.45
184740,226203,836.31,183483,126426,103.878
263770,179048,1508.6,186865,110368,318.477
443406,329073,1379.78,284568,188034,1074.19
246495,189332,1333.19,196598,132827,1182.5
329354,222075,1518.69,234079,132030,856.519
291996,290296,1029.99,456034,291391,1959.67
294111,235681,1277.87,344639,210879,1385.39
262617,292132,920.553,416819,276762,1129.32
