"FSC-A","FSC-H","FSC-Width","SSC-A","SSC-H","mCherry-A"
375570,244917,1570.29,201992,135403,1462.93
250267,208460,1229.39,206044,134655,401.211
417670,310661,1376.74,366783,231518,741.228
424584,322593,1347.75,374736,202942,490.831
264646,203863,1329.36,268180,172744,465.466
390669,301635,1326.27,277441,182750,205.892
323986,233630,1420.07,265675,159013,428.291
291667,221851,1346.26,256131,155072,680.469
219538,228053,985.785,213533,135109,215.885
273994,199138,1408.94,189299,125952,228.708
182714,221091,846.261,199714,136240,1096.56
432784,279738,1584.24,354956,215302,544.606
403464,307018,1345.68,364056,220983,869.141
312503,270118,1184.7,339171,229361,368.511
222999,207384,1101.14,236015,147634,593.736
307768,227844,1383.22,276183,164928,429.769
324771,255416,1302.1,336897,207816,151.616
222958,185969,1227.68,160120,116072,82.5123
328121,303016,1108.84,537974,289327,1558.7
245829,306345,821.718,381955,210343,771.915
169506,194785,891.108,178929,122395,841.321
347493,275358,1292.28,190200,117791,443.271
423725,321542,1349.44,520155,315476,174.076
174282,190717,935.779,186856,131795,32.9365
328218,214141,1569.54,238239,157234,108.309
345375,302176,1170.42,305382,178853,817.572
286185,210801,1390.19,222952,143219,675.125
244976,242052,1036.39,348482,200147,198.034
334022,309293,1105.89,265269,166565,296.039
270955,209039,1327.34,263476,178400,556.983
216081,201716,1096.94,222752,158138,304.155
163108,209770,796.225,211322,134767,724.807
512100,386565,1356.55,594724,313677,2199.28
248448,204145,1246.23,267167,162986,413.033
208688,151206,1413.34,321853,143064,391.802
349754,268710,1332.87,313056,191945,1110.29
184895,199479,949.166,307518,207105,233.581
390510,329525,1213.53,351319,222606,488.85
412033,252925,1668.2,303214,202148,283.679
314362,232377,1385.28,318870,201358,137.932
329772,196716,1716.65,253488,155855,508.278
492442,367500,1372.15,548560,291556,258.735
287306,201856,1457.54,184915,128983,470.759
358964,247053,1487.88,214253,137605,101.377
322010,320022,1030.38,222011,123357,623.236
213325,255187,856.027,177611,106032,374.416
346641,255154,1391.17,228259,151190,757.486
191417,182506,1074.01,208399,144156,301.948
177353,243214,746.721,222989,134417,365.04
349877,222691,1608.86,258398,146158,159.258
351644,245612,1466.09,204084,128848,359.36
179256,159650,1149.76,230783,157898,371.025
336561,264250,1304.22,206242,123571,457.822
397918,279989,1455.32,384914,243970,940.039
182028,194271,959.499,201667,139490,477.917
224830,190297,1209.83,155580,103611,508.478
197831,232833,870.063,189320,120939,279.143
168914,171265,1009.95,282259,180781,225.126
258092,258183,1023.66,218700,136174,357.622
330984,290075,1168.43,431197,237313,730.549
288442,258502,1142.63,287385,171313,1153.24
248325,237503,1070.69,163887,107473,168.916
414972,296453,1433.41,505572,289765,365.584
284648,287283,1014.62,380169,246948,16.4928
312329,248850,1285.22,218154,150732,288.463
192023,139482,1409.74,185673,92343,196.628
255899,220206,1190.01,210926,144457,286.967
263660,255450,1056.91,247491,170879,433.762
307373,220959,1424.52,212332,140841,303.907
238046,228371,1067.39,372178,236044,521.177
370430,288169,1316.31,323961,195758,1228.74
277268,274477,1034.43,439674,289853,429.061
468155,305283,1570.33,339755,222230,369.402
239430,212644,1153.01,293657,170199,449.313
255337,234053,1117.14,289752,173589,240.471
274549,245376,1145.78,225284,152791,303.857
216651,187114,1185.66,393990,228808,332.678
428995,341595,1286.01,324759,204572,1126.52
242777,257995,963.606,299204,191188,388.527
256338,236146,1111.57,260384,172708,683.836
407621,289802,1440.31,536381,295939,1980.49
277212,228514,1242.23,263938,168375,450.595
364260,296149,1259.53,447449,259277,526.939
257930,234901,1124.41,320724,200550,40.2777
168629,214817,803.83,198524,124880,323.527
309752,245172,1293.75,283092,194671,116.45
377409,271829,1421.75,366485,197733,444.883
339606,240500,1446,258727,152540,384.181
269311,216755,1272.3,262981,162380,354.671
364811,263140,1419.67,324828,194302,652.577
175925,170506,1056.55,291016,215182,176.11
363828,241058,1545.53,219242,147887,20.5814
332082,304643,1116.24,486608,266902,533.363
278654,231660,1231.75,200312,129640,806.256
299274,245450,1248.56,263817,186618,43.1066
266594,199810,1366.27,226669,178875,227.69
245820,289278,870.182,461652,222729,923.131
426034,318701,1368.88,590513,277014,668.716
255902,250639,1045.53,230395,153864,487.392
223559,283067,808.735,283510,179358,512.386
251191,247775,1038.14,271354,180637,938.856
251583,270768,951.472,283941,178239,505.285
186317,219715,868.355,290419,171280,242.923
278014,280139,1016.24,263962,177668,503.095
323721,227690,1455.89,368663,203918,461.596
198149,273118,742.934,322244,193577,974.414
328163,255877,1313.3,371922,238093,862.342
436006,288669,1546.68,443216,256429,979.27
322194,248771,1326.24,275215,174492,410.463
444701,276538,1646.7,360757,219895,1011.46
519611,351010,1515.86,490606,252647,492.111
212162,218822,992.856,240636,154841,399.285
374044,265735,1441.4,248947,160081,607.885
206753,209557,1010.32,257800,171078,116.346
347930,277065,1285.91,223551,139038,392.364
184449,243893,774.432,213386,140813,548.62
202476,222809,930.554,193501,132056,-90.2535
230550,203453,1160.41,168981,123525,68.4852
250324,210383,1218.44,371944,222245,819.822
233088,227786,1047.84,186664,124568,1394.69
240842,199540,1235.98,169116,119230,97.6247
208465,224851,949.386,290790,188668,593.092
298407,210434,1452.1,181627,135884,211.973
296274,255250,1188.58,253248,169871,945.053
207093,237816,891.707,385580,223679,812.802
378335,261134,1483.62,424342,268999,275.63
188620,228254,846.213,214257,140889,615.257
220714,207463,1089.44,240682,156877,494.527
249709,274821,930.446,235829,163458,467.926
252760,249043,1039.29,260973,169828,965.553
309857,282893,1121.62,230744,153500,565.17
364887,278509,1341.61,243340,152053,226.527
287478,255065,1154.13,223857,130600,749.917
175784,204972,878.197,238236,157983,113.369
336119,284604,1209.37,337730,200068,1118.7
250169,201943,1268.59,244998,144781,707.921
254788,273885,952.616,204926,130565,1682.27
303175,246142,1261.3,210406,144109,163.178
253348,238315,1088.61,196802,136628,699.224
219770,215659,1043.53,236807,150688,776.563
297192,239308,1271.7,269050,179302,350.117
367689,263339,1429.78,384790,241116,647.964
256751,223882,1174.35,189246,112471,358.659
244636,247698,1011.35,204150,137846,354.808
216294,236544,936.336,270352,167951,248.535
300465,247828,1241.51,422502,255201,1162.55
252060,221854,1163.45,222371,151876,247.006
383312,285101,1376.77,331458,214025,544.491
526215,360919,1493.01,451291,257186,629.857
360749,246433,1499.02,430980,225810,414.306
208577,242172,881.961,183296,118587,203.2
381326,255938,1525.69,427956,257015,359.777
400445,292781,1400.58,286336,182154,301.513
455043,280931,1658.66,365049,230484,758.85
164178,241741,695.458,229089,152220,29.7067
290026,231169,1284.72,218830,148022,401.933
246262,246036,1024.96,282260,174655,631.752
227606,205733,1132.89,237767,189893,-126.983
248253,300615,845.656,374515,226509,402.519
390204,324878,1229.93,577775,253085,581.225
274852,294350,956.187,374934,218641,1034.32
310803,260565,1221.45,276192,166118,511.749
234961,197723,1216.87,371006,235892,252.289
446817,384769,1189.13,380142,230878,553.217
421411,320248,1347.5,360931,214503,158.289
352369,229123,1574.83,189519,125900,90.0521
417268,290450,1471.11,385699,227934,260.548
353481,276234,1310.36,249131,162935,610.074
286755,263395,1114.83,209502,139445,294.856
392311,303088,1325.48,443580,259290,659.299
448209,314023,1461.6,303315,168580,139.193
164978,173266,975.026,230051,160234,137.602
261034,240334,1112.22,271238,183375,758.294
280124,259863,1103.87,280456,179778,313.34
362514,235632,1575.45,295882,192157,196.111
268350,242190,1134.63,181022,124009,834.353
324866,260205,1278.49,294921,179374,627.204
306316,291693,1075.35,466202,251924,1265.6
226694,160923,1442.54,321007,170484,439.674
282486,217553,1329.64,210833,134142,917.32
234801,210007,1144.93,242119,146080,62.948
292878,202228,1483.04,232551,156103,454.833
266765,211915,1289.06,373000,241756,134.061
179695,211446,870.255,234215,153793,71.5678
510426,389043,1343.5,320936,168029,499.936
217060,220883,1006.29,217222,158262,2.8856
191812,252876,776.737,302795,194256,715.806
217308,238546,932.84,194703,120710,425.888
345996,288205,1229.35,278332,170753,404.441
287355,282313,1042.29,270021,172760,410.031
510591,319210,1637.94,286137,176147,329.199
316679,239905,1351.7,198760,134371,613.922
205807,221646,950.845,251506,170327,363.726
301458,240901,1281.43,265476,168427,372.411
279723,230871,1240.71,259628,147109,472.523
299644,286703,1070.25,284213,184825,783.877
226558,254338,912.161,335303,213764,460.117
188459,178596,1080.57,181829,117957,254.975
332496,313402,1086.39,313494,209624,1571.79
348961,267037,1338.18,346290,225220,1914.17
243952,269965,925.346,295932,184534,1458.89
373833,247881,1544.31,389255,207313,445.787
278323,269195,1058.73,192681,120102,896.999
318310,255330,1276.59,187466,135844,437.218
355995,278525,1308.84,216306,142319,275.192
213032,131344,1660.87,252679,129132,428.73
184824,171221,1105.38,294571,187604,97.0197
310396,270855,1173.52,219592,133757,771.286
322142,233409,1413.29,238935,145649,319.709
287636,286882,1026.7,295747,166662,33.6693
339989,278225,1251.33,189581,103623,167.441
160786,138608,1187.91,197827,147614,228.488
239218,243651,1005.38,219707,147792,210.774
248698,252414,1008.95,368871,228242,519.806
257323,261202,1008.8,328936,205052,449.738
404841,311654,1330.21,328855,211121,3003.88
254590,228778,1139.54,240231,146423,182.868
201527,215820,956.199,202029,135291,-35.2841
369494,286520,1320.54,245679,155069,504.959
292755,230519,1300.5,202794,127196,599.44
269060,249438,1104.58,260294,171153,478.249
267173,252715,1082.6,171879,106484,300.346
208340,240596,886.728,383792,214978,1244.59
256268,266221,985.733,274594,182421,613.412
237183,229162,1059.85,285334,192450,430.528
243200,253698,981.633,271068,169240,557.955
211905,255964,847.75,358740,212830,424.836
355304,297768,1221.86,361112,227028,638.779
189705,219376,885.497,199161,141126,252.42
307537,290412,1084.4,321914,210261,319.872
294886,251906,1198.72,458950,248602,345.548
379088,285749,1358.51,450720,266127,875.003
379711,229613,1693.42,359202,222340,443.966
327975,291445,1152.37,247961,148908,1051.86
305437,297172,1052.49,519105,332989,811.411
351045,256629,1400.76,206520,134622,447.17
226137,226141,1024,299354,166942,327.058
174684,225766,792.328,222595,150106,285.046
214703,252816,869.628,334107,223183,464.108
395195,254773,1588.42,305522,176706,378.958
248173,285701,889.507,284853,188190,462.156
373102,282752,1351.2,384900,229918,780.268
194157,201801,985.217,193131,120377,476.002
292107,247688,1207.68,187624,130162,154.73
278522,222362,1282.63,308244,258498,256.815
236427,230603,1049.87,284201,185339,500.427
184390,226677,832.985,175266,122863,672.657
235700,243773,990.109,335701,213428,668.274
385068,276472,1426.26,266322,165626,1440.17
211949,207909,1043.92,246118,152358,483.228
306266,280333,1118.75,199588,117518,1043.08
292200,279510,1070.51,231702,144546,1124
325382,264050,1261.86,354151,236645,508.161
234478,287656,834.697,204798,134743,189.939
225633,242308,953.547,235105,160372,300.25
230715,245805,961.152,263393,174911,307.689
244898,220352,1138.07,191178,127868,395.703
308590,293365,1077.16,226068,152996,335.92
201620,265259,778.338,177099,119203,698.447
351027,272120,1320.93,439640,230774,694.853
195057,197451,1011.6,203632,133756,401.36
243647,269093,927.182,165244,117684,635.016
248645,237713,1071.1,263611,158801,615.465
181677,230493,807.145,198252,137310,746.128
334346,223149,1534.3,255353,152614,1207.97
253421,285175,909.999,354793,225653,45.8653
320837,186934,1757.55,230426,149538,473.948
269445,254298,1085,305618,183501,358.618
310025,276653,1147.54,367713,235842,731.835
283217,225561,1285.75,213701,125240,657.31
267852,252256,1087.34,286648,188160,206.678
466251,330206,1445.91,301785,190715,714.417
279974,196068,1462.24,321723,194668,907.194
358001,270492,1355.3,294062,173406,734.682
210026,190546,1128.7,159446,104141,598.135
302572,247009,1254.34,183913,122167,403.416
194577,245341,812.137,275739,182860,1011.63
219074,224590,998.877,205732,144689,539.898
301147,257645,1196.92,242341,147699,539.221
368470,240261,1570.46,319248,186966,618.13
238280,176666,1381.14,250998,155522,453.385
368414,253043,1490.89,272023,168659,371.962
194018,244029,814.155,182380,129159,712.525
211188,237968,908.761,300943,180124,251.281
386982,253693,1562.03,198652,123670,372.727
359940,242218,1521.69,274343,167469,260.596
264464,192525,1406.66,219678,128862,253.325
343253,271898,1292.74,457510,256396,155.262
388691,265378,1499.83,428118,242962,835.25
232433,243744,976.479,231137,146022,294.278
404558,309643,1337.9,347585,206278,520.945
389698,265700,1501.91,240680,140309,311.482
375634,262994,1462.59,309971,198850,137.937
235515,225789,1068.13,285020,160791,354.56
227930,191658,1217.81,375282,242840,514.025
263905,226820,1191.44,234420,151598,260.444
252325,231931,1114.05,231244,144388,321.87
255166,273309,956.042,216382,148628,731.829
313816,275621,1165.93,393088,221030,406.151
240725,195589,1260.34,376378,234094,529.025
368167,270511,1393.7,205062,125861,733.438
254817,155142,1681.96,180302,109498,352.937
396931,243362,1670.19,342102,197669,83.0514
317909,268857,1210.83,335015,216061,883.786
493507,324429,1557.69,576246,311042,1526.25
359698,263025,1400.37,299207,171280,994.15
292177,244056,1225.94,230906,159696,27.3435
281968,207821,1389.37,229437,156294,227.309
411480,310052,1359,347145,209388,1081.81
356031,263020,1386.13,535476,314742,1013.02
304516,235186,1325.87,278600,178133,242.084
354755,221482,1640.18,314947,229059,464.553
217447,226813,981.737,175040,119467,40.2584
385507,281503,1402.36,228417,151074,1193.62
384536,234006,1682.75,382885,227654,226.853
230529,218083,1082.45,270606,177344,385.788
280875,272586,1055.15,284788,173990,10.7926
189219,171482,1129.93,215330,136500,226.674
350968,294362,1220.92,384798,236532,423.345
336641,225468,1528.94,316129,207090,438.944
414709,304990,1392.41,232361,127758,662.315
386078,282635,1398.79,298075,176659,506.416
265947,202581,1344.33,164660,106111,675.603
212561,296156,734.969,225295,152742,450.322
238626,245827,994.012,351750,198868,728.923
411760,346280,1217.64,288793,175052,811.706
244542,268849,931.42,322559,182841,532.473
219526,219141,1025.82,183711,122124,206.791
262757,240688,1117.93,218780,150330,121.151
254686,251338,1037.65,198311,135133,499.636
199924,242889,842.867,339560,219257,691.77
356331,302240,1207.26,291881,187543,607.941
377326,256965,1503.66,294725,174682,700.843
398195,226721,1798.48,316255,220136,356.864
229762,254266,925.321,210854,142482,475.891
304235,203923,1527.74,245575,194899,228.03
282350,278800,1037.04,258972,163870,488.339
276033,255765,1105.17,310670,199295,701.215
421146,303909,1419.04,254079,137140,63.0145
263092,236853,1137.46,175949,115172,112.869
250122,259960,985.278,185594,108722,509.353
231711,243611,973.991,269970,174611,303.475
219330,230096,976.083,250508,152918,515.413
235914,215011,1123.56,214349,137014,356.795
233691,266074,899.375,301532,197826,409.53
302833,226269,1370.52,261001,179023,647.163
212558,236040,922.127,165287,108716,465.812
329427,277245,1216.75,193591,129444,70.3729
363116,297897,1248.19,414832,244409,351.505
265826,213954,1272.27,265343,153013,456.172
532987,368887,1479.55,298341,187669,701.397
479971,328729,1495.13,435939,252313,734.609
314905,268297,1201.89,272286,185117,678.709
240799,261920,941.424,178520,120047,452.936
189188,259017,747.938,269483,163336,880.196
398120,257536,1583.03,263310,164816,847.062
227847,179766,1297.92,211272,141851,104.98
307810,253788,1241.99,172907,116108,449.348
298674,227768,1342.77,237255,158389,335.825
413506,265709,1593.62,249196,154059,635.165
339694,224010,1552.83,236512,138980,348.742
341775,266664,1312.43,341826,224230,346.846
356335,275299,1325.43,442550,275342,428.897
232887,188268,1266.71,411396,223133,101.007
304653,237402,1314.08,308327,187034,463.035
350913,326365,1101.04,371383,223783,907.973
392115,303442,1323.24,305630,177000,406.56
404746,292572,1416.63,244212,150782,834.853
363186,265669,1399.9,302246,185356,980.293
358400,262066,1400.42,436485,295933,555.045
365878,290389,1290.22,337634,203662,1744.49
333241,200128,1705.17,336194,188047,476.653
364791,235759,1584.49,458833,301245,459.943
383863,269998,1455.88,325200,190722,1205.99
411760,260513,1618.51,498060,277713,964.06
264570,192314,1408.75,178273,130797,185.125
377830,279521,1384.15,273932,161205,718.248
439201,291144,1544.74,504472,290519,1506.81
319952,262868,1246.39,220900,148820,279.432
240976,184498,1337.48,191500,137998,515.733
307088,260765,1205.93,259522,161300,595.664
199131,209878,971.593,220466,149921,215.339
418230,253005,1692.76,442888,290563,341.723
301659,246820,1251.53,214484,147012,593.525
243315,238447,1044.93,183510,132274,212.277
245020,226226,1109.08,417290,266554,465.919
262021,228454,1174.48,211227,139404,520.323
293519,236166,1272.71,225163,150438,55.8228
337128,269357,1281.66,330578,197377,447.983
289679,224278,1322.64,318286,176464,582.023
222698,157085,1451.76,259919,212165,224.387
361262,205742,1798.09,252845,180426,180.25
259471,259778,1022.8,161807,115484,418.036
354731,285478,1272.43,393415,241833,1136.43
175707,238626,754.002,228766,170783,501.784
292513,285790,1048.11,260794,181495,187.827
321637,280794,1172.95,316552,191365,1016.96
355161,269595,1349.02,390068,203483,292.888
224533,305914,751.591,240585,154186,-92.9555
216534,245005,905.02,178504,120423,201.588
256408,259708,1011,308649,200406,729.717
426604,315047,1386.63,339322,206558,1503.8
258898,263801,1004.97,262360,150654,622.684
265991,289841,939.74,366424,208502,251.008
240414,229030,1074.93,292522,177897,440.667
274480,280995,1000.27,285178,168255,446.14
194084,251433,790.438,235318,156412,723.826
284458,284074,1025.39,501490,257233,737.385
345199,263131,1343.39,282420,188732,249.625
248267,199538,1274.08,202593,128940,288.458
180925,239345,774.06,204004,136397,135.166
442243,298172,1518.79,353900,202106,642.272
206260,256172,824.499,264773,183662,155.818
274724,241862,1163.16,280412,195582,823.953
328512,293313,1146.89,430601,276269,705.928
280782,258756,1111.18,197518,128900,403.289
340669,214134,1629.14,205092,128391,520.66
190559,183822,1061.56,224237,150223,193.683
282675,269596,1073.69,294050,192768,197.53
279874,249433,1148.97,324989,206660,644.153
334413,249337,1373.4,264502,173861,336.52
164423,216940,776.121,260967,182984,642.967
348629,314854,1133.87,319661,184401,201.667
327497,252125,1330.15,244696,165314,701.905
391125,290943,1376.63,302852,190782,402.74
186632,235263,812.354,224055,151137,455.295
257011,242394,1085.76,237261,156246,202.831
361522,294564,1256.78,527644,286792,949.161
216695,224375,988.981,275148,188739,212.657
421532,258370,1670.67,389054,231053,376.127
234122,221599,1081.9,287980,182346,360.022
371090,255216,1488.96,218480,133565,620.952
380300,290603,1340.08,262908,158202,355.536
261320,243501,1098.96,350697,224504,187.996
380060,333141,1168.23,226693,143326,281.126
204555,230428,909.034,315321,214270,398.851
230192,259579,908.083,289171,174708,319.283
264960,253138,1071.83,317556,201030,345.172
329683,273751,1233.25,407580,211396,150.058
337884,201442,1717.6,238932,153830,476.599
236764,232819,1041.36,313903,166193,686.235
260415,283531,940.522,308402,183839,740.207
272383,233031,1196.96,213475,143790,777.875
372996,278076,1373.56,258938,171828,1046.23
374139,283399,1351.9,401766,228788,463.34
248803,250178,1018.38,313907,168460,-60.1674
404859,294225,1409.04,236623,140765,484.479
324164,256036,1296.49,472545,297118,430.154
296475,256241,1184.79,292499,191798,721.945
282799,255180,1134.85,224471,155512,220.485
220446,193302,1167.83,248356,149609,456.113
393951,267397,1508.67,335415,208245,714.428
250350,212775,1204.87,376556,237814,483.642
373364,291855,1310.01,242043,150801,294.738
382888,299597,1308.7,404090,223792,1189.87
288488,269783,1095.02,277393,189403,467.673
450569,288235,1600.73,327642,202375,590.167
298035,220639,1383.24,208482,124678,250.753
335951,246212,1397.25,208263,137306,369.585
211245,217788,993.254,273562,186372,896.836
350449,247409,1450.48,284587,178238,315.617
284267,289946,1003.95,189196,129241,543.474
190769,255062,765.9,223064,134183,530.6
490937,312014,1611.24,497009,273495,840.934
399826,283491,1444.23,303524,188940,742.968
208853,217263,984.394,327832,213046,154.812
204744,245449,854.184,236741,145469,652.542
445382,322366,1414.79,473228,253615,444.108
268755,293974,936.17,366251,220607,1649.46
160820,156315,1053.53,223489,139887,548.138
282953,266647,1086.65,239068,174686,258.262
297154,263924,1152.94,280789,168004,588.726
230633,206937,1141.26,235852,126812,493.899
388178,307313,1293.45,278856,178726,780.195
401938,312500,1317.09,307539,187720,744.555
378145,293811,1317.94,279990,169628,1236.49
345567,248218,1425.61,215323,138284,442.741
160394,214937,764.148,229165,132004,156.178
458002,347033,1351.44,527539,296813,691.405
368114,283497,1329.64,210222,128326,491.443
172537,173661,1017.4,202785,126842,549.536
281997,225551,1280.3,192330,127366,-140.19
225125,204173,1129.1,156112,105600,286.42
398371,244732,1666.88,288222,172944,398.271
270029,189194,1461.53,175772,113566,542.651
346954,200718,1770.1,214670,129054,538.954
465999,306443,1557.18,423288,226528,681.688
408586,280170,1493.36,241299,162420,1136.13
354403,263345,1378.08,454946,280344,1040.47
370596,265025,1431.91,492835,260010,750.839
364797,252523,1479.29,256623,162424,519.738
228126,230833,1012,254586,153597,295.024
277994,224250,1269.42,181757,124970,425.064
322724,258817,1276.85,201851,112099,16.5408
303260,240617,1290.59,217865,135413,650.882
360334,295637,1248.11,397040,212913,280.384
475106,318937,1525.41,509728,321704,1013.18
383703,267006,1471.58,297148,184202,326.402
217093,144872,1534.56,270435,162724,517.581
272056,274544,1014.72,365351,242841,679.37
299681,203630,1507.05,297132,166014,558.902
292581,274476,1091.56,261600,148462,151.586
376177,256447,1502.13,352589,212244,786.373
364349,280467,1330.27,287109,190329,160.279
274079,272145,1031.28,290970,169079,426.645
250673,240429,1067.65,239978,151192,323.85
285095,248884,1173,260986,188539,578.105
189439,206686,938.577,345780,163934,1386.42
312471,235202,1360.42,207547,138386,313.43
358266,234243,1566.19,220664,138294,495.664
278471,221315,1288.47,304113,214053,733.349
296242,288109,1052.92,284137,173219,485.586
283622,236099,1230.13,182419,126471,175.227
284966,250158,1166.51,257134,160902,389.5
282450,260620,1109.79,272840,164538,490.56
377831,303041,1276.72,357663,237958,461.08
397876,306206,1330.58,268477,168407,748.032
284612,213863,1362.79,256489,151844,796.367
257510,233124,1131.13,187845,116598,77.2243
298931,212348,1441.55,247493,144008,387.503
280424,248430,1155.9,290074,191489,204.677
413951,273789,1548.25,259763,168773,-187.545
520363,323215,1648.63,392194,238214,286.792
335246,300093,1143.97,315442,186256,664.829
195018,215938,924.799,188909,135806,112.201
210153,228883,940.212,235507,146874,567.568
358698,276772,1327.13,579611,324408,245.165
257825,207673,1271.29,198830,130066,55.3725
210992,230455,937.549,224511,147803,424.688
344725,247930,1423.79,228680,152549,426.413
217817,230507,967.637,164057,115028,310.232
357935,280575,1306.37,286632,188570,737.084
196042,227152,883.785,161021,109725,375.634
251773,266500,967.424,235998,151566,351.446
269672,271003,1018.98,259603,170562,541.007
224970,268149,859.125,302330,201728,480.936
377889,291754,1326.33,208681,135214,537.95
242979,234692,1060.17,289712,183646,663.702
195777,210594,951.96,213112,144556,452.519
235655,239682,1006.8,211928,142846,322.662
289477,221874,1336.02,178215,121806,831.561
288688,232475,1271.62,218560,165497,46.4742
301214,243745,1265.44,219192,133701,1074.54
281320,255185,1128.87,225849,143436,1009.39
425802,301481,1446.27,447301,251238,941.984
242838,247618,1004.24,261959,172993,181.975
328644,273510,1230.44,379860,226487,450.094
246404,208380,1210.87,173889,119248,-215.426
437363,295687,1514.67,339401,208828,854.873
236875,261187,928.69,255640,176236,98.6705
260580,271394,983.203,399003,236948,220.377
189787,249753,778.137,320070,195892,235.213
222874,272769,836.689,235715,145493,833.975
354231,257138,1410.66,245209,155795,317.614
376946,295028,1308.34,355871,208286,624.702
375711,300049,1282.22,268472,170382,1187.34
218493,198404,1127.7,215125,152256,626.86
209066,211350,1012.96,204110,137601,435.575
312204,269357,1186.91,359372,219914,643.903
271895,285783,974.261,347035,182761,956.673
307062,279149,1126.41,297430,195440,493.93
197484,264954,763.242,344331,194558,210.249
287288,249785,1177.75,229973,146474,138.356
239525,208218,1177.98,176360,118181,177.976
280291,265227,1082.17,197288,117236,1298.8
514204,291727,1804.96,455149,263354,457.525
491677,312408,1611.64,267518,162437,546.559
268817,280180,982.483,407126,230078,1083.28
203063,241975,859.355,207811,144158,236.873
234892,263377,913.253,262094,172669,489.592
330371,242124,1397.24,328683,229756,666.136
284779,265921,1096.62,260072,170756,465.463
183607,193266,972.833,169323,113785,161.507
195528,139846,1431.78,268661,161335,585.671
319590,288153,1135.72,384084,234148,756.637
175642,201233,893.779,283230,184134,388.961
410952,312438,1346.9,364736,211353,348.036
258834,208645,1270.35,230930,151669,829.323
187874,244507,786.827,298916,183119,561.506
187762,283889,677.265,278356,179661,193.541
231407,238665,992.861,247053,153142,338.648
313246,281034,1141.38,251777,171033,361.924
396106,303556,1336.22,284558,159232,729.539
330374,251753,1343.79,185136,119957,484.978
331467,275569,1231.72,351568,246652,1069.92
224958,264209,871.875,305213,203902,685.132
394224,315578,1279.2,479805,278865,1625.31
285638,221390,1321.2,180095,125463,359.683
289786,179911,1649.44,239288,192068,282.476
327999,236547,1419.91,270202,176220,678.645
453337,301524,1539.59,389194,218882,939.836
310217,291154,1091.05,332071,177659,932.31
462512,305164,1552.01,356877,190662,1327.79
274417,224276,1252.95,281577,186248,491.802
269054,225006,1224.49,234326,158665,264.121
260326,204381,1304.33,231490,148829,582.858
327550,285557,1174.6,344902,230082,519.938
418801,287487,1491.76,471012,241230,1754.97
331519,301805,1124.83,289821,177424,439.843
333128,293018,1164.18,257679,180006,542.119
262511,261457,1028.13,224763,152690,423.87
331848,268607,1265.12,311778,191387,805.522
185805,225882,842.323,322834,211613,618.974
310638,243263,1307.65,186165,126330,1466.5
261862,238576,1123.98,312356,191717,647.453
